# The 3DHST ID is specific to its north or south catalog. Currently using 3DHST v4.1.5 catalog.
# figs_id threed_south_idv41 figs_ra figs_dec threed_ra threed_dec
201025 10993 53.280178 -27.858839 53.280178 -27.858841
201027 11081 53.248936 -27.859028 53.248940 -27.859028
201028 10954 53.280571 -27.858824 53.280575 -27.858826
201029 10864 53.293854 -27.858768 53.293861 -27.858770
201030 10843 53.249584 -27.858793 53.249592 -27.858795
201032 10850 53.279236 -27.858887 53.279236 -27.858885
201035 10867 53.284439 -27.858957 53.284424 -27.858953
201036 10845 53.258602 -27.859007 53.258610 -27.859003
201037 10804 53.259468 -27.859020 53.259472 -27.859022
201038 10683 53.285870 -27.859640 53.285873 -27.859644
201039 10957 53.286553 -27.859173 53.286549 -27.859177
201040 10870 53.253433 -27.859182 53.253429 -27.859175
201041 11028 53.234486 -27.859243 53.234489 -27.859266
201042 11138 53.276100 -27.859423 53.276100 -27.859425
201045 10737 53.291958 -27.859209 53.291965 -27.859209
201047 10725 53.248062 -27.859274 53.248066 -27.859285
201048 10814 53.285030 -27.859249 53.285034 -27.859255
201049 10783 53.259541 -27.859303 53.259544 -27.859306
201050 10787 53.280773 -27.859299 53.280762 -27.859306
201052 10951 53.275581 -27.859404 53.275581 -27.859415
201053 10894 53.275360 -27.859568 53.275364 -27.859568
201054 10860 53.286923 -27.859509 53.286919 -27.859507
201055 10812 53.281399 -27.859320 53.281406 -27.859327
201057 10874 53.237338 -27.859269 53.237324 -27.859268
201058 10880 53.260269 -27.859430 53.260284 -27.859423
201062 10701 53.252216 -27.859398 53.252224 -27.859404
201064 10790 53.249115 -27.859457 53.249115 -27.859463
201065 10722 53.262173 -27.859419 53.262188 -27.859415
201067 10772 53.247490 -27.859503 53.247498 -27.859497
201068 10746 53.285061 -27.859453 53.285061 -27.859442
201069 10695 53.255470 -27.859522 53.255478 -27.859518
201070 10763 53.267449 -27.859507 53.267468 -27.859510
201071 10667 53.282681 -27.859489 53.282684 -27.859488
201073 10666 53.279362 -27.859571 53.279362 -27.859570
201075 10668 53.283890 -27.859632 53.283890 -27.859638
201077 10950 53.274834 -27.859726 53.274834 -27.859722
201078 10776 53.249615 -27.859673 53.249622 -27.859674
201079 10644 53.254116 -27.859644 53.254124 -27.859650
201080 10733 53.246437 -27.859734 53.246449 -27.859737
201081 10628 53.246582 -27.859756 53.246586 -27.859758
201083 10762 53.276989 -27.859827 53.276993 -27.859831
201084 10639 53.246998 -27.859779 53.247005 -27.859779
201085 11030 53.249043 -27.860001 53.249043 -27.860004
201092 10619 53.294056 -27.859915 53.294048 -27.859913
201094 10859 53.267498 -27.860249 53.267498 -27.860249
201097 10660 53.288483 -27.860104 53.288486 -27.860106
201098 10590 53.278587 -27.860065 53.278591 -27.860065
201102 11051 53.268200 -27.860130 53.268200 -27.860128
201103 10545 53.268303 -27.860273 53.268303 -27.860273
201104 10600 53.288773 -27.860077 53.288773 -27.860079
