# ID  Field  RA  DEC  zspec  zphot  low_zphot_err  high_zphot_err  zg  low_zgrism_err  high_zgrism_err  zspz  low_zspz_err  high_zspz_err  NetSig  D4000  D4000_err  iABmag
118434    GOODS-S    53.0496934    -27.718128    1.108    1.09    0.04    0.02    1.11    0.13    0.12    1.10    0.04    0.02    59.45     1.46    0.20    24.38
123066    GOODS-S    53.0508125    -27.707512    0.735    0.85    0.03    0.01    0.51    0.02    0.27    0.78    0.01    0.02    116.91    1.32    0.10    23.65
126094    GOODS-S    53.0533614    -27.700461    1.018    0.99    0.00    0.00    0.38    0.02    0.01    0.98    0.03    0.02    294.31    1.31    0.05    21.90
119489    GOODS-S    53.0551239    -27.711379    0.605    0.92    0.00    0.00    0.34    0.00    0.01    0.92    0.00    0.00    1689.60    1.20    0.03    19.88
117070    GOODS-S    53.0579876    -27.720001    0.681    0.44    0.01    0.02    0.69    0.00    0.01    0.47    0.00    0.01    89.10     1.25    0.13    23.42
119774    GOODS-S    53.0594358    -27.715070    0.814    0.81    0.01    0.04    0.81    0.35    0.02    0.80    0.00    0.01    98.98     1.36    0.11    23.84
132104    GOODS-S    53.0610491    -27.688081    0.818    0.82    0.01    0.03    0.59    0.01    0.02    0.79    0.00    0.00    188.17    1.25    0.06    22.80
113678    GOODS-S    53.0611747    -27.726963    0.910    0.97    0.01    0.01    1.49    1.14    0.00    0.94    0.00    0.01    142.71    1.38    0.08    23.44
127226    GOODS-S    53.0617823    -27.699201    0.680    0.67    0.00    0.00    0.67    0.01    0.03    0.67    0.00    0.03    357.05    1.66    0.08    22.35
110801    GOODS-S    53.0620302    -27.732863    1.109    1.07    0.07    0.03    1.10    0.74    0.39    1.04    0.06    0.08    54.58     1.31    0.21    24.50
106861    GOODS-S    53.0665957    -27.739707    0.735    0.68    0.00    0.00    0.75    0.02    0.02    0.68    0.02    0.00    242.81    1.41    0.07    21.77
118100    GOODS-S    53.0703038    -27.717853    0.644    0.62    0.01    0.02    0.67    0.00    0.01    0.67    0.00    0.00    159.11    1.13    0.07    23.16
109885    GOODS-S    53.0713359    -27.735481    0.730    0.72    0.03    0.00    0.72    0.00    0.03    0.72    0.00    0.00    165.99    1.63    0.12    23.11
122766    GOODS-S    53.0717630    -27.708439    0.605    0.50    0.02    0.02    0.33    0.02    0.25    0.55    0.01    0.01    128.00    1.18    0.11    23.01
117138    GOODS-S    53.0723515    -27.718686    0.648    0.61    0.00    0.00    0.40    0.01    0.03    0.59    0.01    0.00    581.46    1.19    0.04    21.18
131165    GOODS-S    53.0746292    -27.689635    1.041    1.07    0.00    0.01    1.03    0.01    0.00    1.04    0.01    0.01    197.49    1.72    0.09    22.98
126365    GOODS-S    53.0748433    -27.701080    0.643    0.67    0.01    0.01    0.73    0.28    0.02    0.66    0.02    0.02    125.78    1.60    0.16    23.34
126769    GOODS-S    53.0761629    -27.701149    0.847    0.95    0.02    0.00    0.69    0.21    0.07    0.83    0.00    0.00    233.94    1.18    0.05    23.00
134044    GOODS-S    53.0776149    -27.685201    1.127    1.03    0.02    0.02    1.07    0.01    0.06    1.06    0.00    0.01    67.63     1.35    0.21    24.16
116653    GOODS-S    53.0776253    -27.721495    0.734    0.71    0.02    0.01    0.68    0.01    0.12    0.74    0.02    0.00    122.59    1.30    0.09    23.08
133802    GOODS-S    53.0777266    -27.683883    0.710    1.06    0.02    0.01    1.11    0.08    0.08    1.11    0.00    0.01    91.48     1.30    0.14    23.37
108892    GOODS-S    53.0779324    -27.736875    0.958    1.00    0.05    0.00    0.90    0.01    0.07    0.99    0.09    0.00    144.69    1.50    0.09    22.61
121837    GOODS-S    53.0788672    -27.711738    1.021    1.33    0.01    0.02    0.41    0.04    1.08    0.86    0.04    0.08    68.31     1.42    0.17    24.56
121095    GOODS-S    53.0792362    -27.711868    1.019    0.97    0.00    0.00    1.01    0.02    0.00    0.97    0.00    0.05    151.16    1.70    0.11    23.43
135087    GOODS-S    53.0807722    -27.681003    0.682    0.99    0.00    0.00    0.46    0.01    0.23    0.98    0.00    0.00    714.63    1.39    0.04    21.07
117608    GOODS-S    53.0816361    -27.717718    0.640    0.73    0.00    0.00    0.72    0.00    0.01    0.72    0.00    0.01    618.65    1.88    0.07    21.42
126762    GOODS-S    53.0823701    -27.701108    1.044    1.03    0.02    0.03    1.05    0.01    0.01    1.04    0.01    0.02    90.52     1.63    0.16    24.20
134389    GOODS-S    53.0854533    -27.683033    0.895    0.94    0.01    0.01    0.83    0.06    0.06    0.92    0.05    0.00    170.14    1.27    0.07    22.36
104774    GOODS-S    53.0861053    -27.746234    0.726    0.68    0.02    0.00    0.72    0.01    0.01    0.68    0.00    0.00    365.72    1.61    0.07    21.95
132474    GOODS-S    53.0865015    -27.687486    0.683    0.64    0.01    0.02    0.62    0.24    0.01    0.66    0.05    0.00    174.31    1.19    0.07    22.73
134787    GOODS-S    53.0902606    -27.682261    1.045    1.27    0.07    0.02    1.02    0.07    0.01    1.25    0.07    0.02    123.16    1.40    0.10    23.31
123472    GOODS-S    53.0930594    -27.707373    1.010    1.03    0.01    0.01    0.99    0.01    0.01    1.04    0.04    0.01    118.60    1.74    0.14    23.56
106067    GOODS-S    53.0940969    -27.740505    0.738    0.80    0.03    0.00    0.76    0.05    0.01    0.80    0.04    0.00    882.60    1.36    0.04    20.59
99892     GOODS-S    53.0951005    -27.755100    1.087    1.01    0.02    0.01    1.03    0.01    0.01    1.02    0.01    0.02    93.64     1.15    0.11    23.78
118459    GOODS-S    53.0952520    -27.717270    0.671    0.68    0.01    0.00    0.38    0.08    1.11    0.66    0.02    0.00    104.73    1.13    0.10    23.35
114108    GOODS-S    53.0958923    -27.725411    0.740    0.73    0.00    0.00    0.72    0.00    0.00    0.72    0.00    0.01    321.70    1.72    0.09    22.46
120825    GOODS-S    53.0960605    -27.707305    0.733    0.70    0.00    0.00    0.37    0.07    0.18    0.67    0.03    0.01    272.75    1.22    0.05    22.03
106859    GOODS-S    53.0965076    -27.739684    0.738    0.90    0.04    0.01    0.30    0.00    0.04    0.90    0.08    0.01    305.43    1.29    0.05    22.28
107208    GOODS-S    53.0971826    -27.742252    1.221    1.14    0.01    0.05    1.31    0.99    0.13    1.19    0.05    0.05    60.75     1.33    0.25    24.45
115462    GOODS-S    53.0975207    -27.721266    0.615    0.62    0.02    0.00    0.37    0.01    0.09    0.61    0.00    0.01    994.16    1.32    0.04    20.79
92755     GOODS-S    53.0983783    -27.766944    1.033    1.22    0.00    0.00    1.18    0.64    0.31    1.22    0.02    0.01    58.16     1.49    0.22    23.35
102847    GOODS-S    53.1001026    -27.751121    1.110    1.05    0.02    0.02    1.10    0.07    0.01    1.07    0.01    0.03    97.39     1.26    0.12    23.93
93102     GOODS-S    53.1004687    -27.767594    1.225    1.16    0.03    0.02    1.10    0.02    0.08    1.14    0.01    0.04    98.60     1.21    0.14    23.81
89031     GOODS-S    53.1016142    -27.773408    0.895    0.90    0.00    0.00    0.89    0.01    0.01    0.90    0.01    0.00    150.49    1.79    0.13    22.60
108336    GOODS-S    53.1046138    -27.740445    1.220    1.17    0.04    0.02    1.11    0.06    0.38    1.21    0.02    0.01    62.11     1.30    0.32    24.85
99014     GOODS-S    53.1052463    -27.756648    0.664    0.59    0.00    0.00    0.47    0.01    0.00    0.68    0.00    0.01    641.43    1.29    0.04    21.37
123843    GOODS-S    53.1053746    -27.706719    0.613    0.36    0.00    0.00    0.32    0.01    0.01    0.30    0.00    0.00    322.49    1.18    0.05    22.41
90388     GOODS-S    53.1059353    -27.771416    0.896    0.93    0.01    0.00    0.77    0.01    0.10    0.92    0.02    0.01    353.71    1.27    0.05    22.08
112789    GOODS-S    53.1061108    -27.724322    0.668    0.66    0.00    0.00    0.89    0.03    0.02    0.63    0.00    0.01    956.00    1.52    0.05    20.53
99490     GOODS-S    53.1065888    -27.758035    0.667    0.58    0.05    0.15    0.53    0.11    0.27    0.69    0.02    0.03    62.97     1.33    0.17    24.43
107136    GOODS-S    53.1073466    -27.741929    0.891    0.98    0.00    0.00    0.99    0.30    0.01    0.99    0.00    0.00    163.54    1.47    0.08    23.19
120898    GOODS-S    53.1076976    -27.712801    1.183    1.02    0.04    0.01    1.02    0.02    0.32    1.03    0.03    0.01    88.90     1.46    0.16    24.10
117225    GOODS-S    53.1081977    -27.720155    0.972    0.96    0.00    0.02    0.98    0.01    0.12    0.97    0.01    0.02    55.39     1.76    0.29    24.78
93627     GOODS-S    53.1090557    -27.767658    1.221    1.19    0.15    0.10    1.17    0.15    0.05    1.10    0.08    0.09    36.90     1.23    0.41    24.73
87259     GOODS-S    53.1094858    -27.775934    0.738    0.63    0.02    0.02    0.76    0.00    0.00    0.95    0.00    0.00    51.22     1.72    0.19    22.82
98048     GOODS-S    53.1095470    -27.760050    1.050    1.15    0.00    0.00    1.21    0.00    0.01    1.21    0.00    0.00    227.42    1.88    0.09    23.23
98698     GOODS-S    53.1119356    -27.757828    0.831    0.99    0.06    0.04    1.04    0.10    0.45    0.99    0.07    0.05    291.56    1.37    0.06    22.33
109900    GOODS-S    53.1128097    -27.734630    0.739    0.90    0.07    0.03    0.41    0.04    0.03    0.73    0.01    0.00    370.58    1.13    0.04    22.40
113361    GOODS-S    53.1132340    -27.726632    0.668    0.74    0.00    0.00    1.48    1.15    0.01    0.73    0.04    0.01    235.84    1.34    0.08    22.46
93370     GOODS-S    53.1138912    -27.767554    0.668    0.63    0.01    0.01    0.64    0.01    0.05    0.64    0.02    0.00    264.66    1.57    0.10    22.66
113555    GOODS-S    53.1148764    -27.725394    0.607    0.68    0.01    0.03    0.45    0.02    0.17    0.71    0.01    0.01    237.33    1.38    0.08    22.59
90791     GOODS-S    53.1149475    -27.767561    0.670    0.75    0.00    0.00    0.49    0.03    0.01    0.75    0.01    0.00    545.22    1.37    0.05    20.78
102163    GOODS-S    53.1152531    -27.751588    1.110    1.01    0.04    0.01    0.98    0.01    0.01    0.98    0.00    0.01    68.63     1.21    0.16    24.15
88671     GOODS-S    53.1197250    -27.772304    0.735    0.72    0.00    0.00    0.73    0.00    0.25    0.74    0.02    0.00    423.41    1.61    0.06    21.59
88279     GOODS-S    53.1207384    -27.773213    0.737    0.87    0.06    0.07    0.53    0.03    0.48    0.87    0.07    0.06    203.36    1.52    0.09    22.35
119016    GOODS-S    53.1209150    -27.715390    0.925    1.07    0.09    0.02    1.01    0.00    0.01    1.07    0.09    0.02    227.45    1.61    0.08    22.46
121405    GOODS-S    53.1220735    -27.712453    0.880    1.09    0.09    0.01    0.89    0.01    0.01    1.06    0.08    0.01    99.87     1.66    0.16    23.91
102153    GOODS-S    53.1237704    -27.751992    0.736    0.74    0.02    0.00    0.65    0.03    0.11    0.74    0.00    0.01    278.79    1.17    0.05    22.47
110870    GOODS-S    53.1250970    -27.729791    0.670    0.73    0.02    0.00    1.49    0.01    0.00    0.73    0.12    0.00    1001.01    1.21    0.04    20.05
97568     GOODS-S    53.1252542    -27.756535    0.955    1.37    0.10    0.03    1.05    0.08    0.12    1.36    0.08    0.01    371.51    1.26    0.05    21.93
96481     GOODS-S    53.1252702    -27.759500    0.647    0.61    0.00    0.00    0.45    0.09    0.03    0.59    0.00    0.00    441.75    1.25    0.04    21.70
98333     GOODS-S    53.1264391    -27.756544    1.223    1.20    0.03    0.05    1.22    0.16    0.19    1.20    0.05    0.08    177.44    1.42    0.10    22.68
87827     GOODS-S    53.1601613    -27.775527    0.630    0.61    0.00    0.00    0.62    0.00    0.00    0.62    0.01    0.00    482.50    1.67    0.08    22.20
81011     GOODS-S    53.1603539    -27.784002    0.954    0.90    0.04    0.00    0.97    0.01    0.00    0.90    0.00    0.01    418.65    1.58    0.05    21.92
23142     GOODS-S    53.1606733    -27.897112    0.620    0.69    0.00    0.00    0.65    0.00    0.01    0.69    0.00    0.00    1358.70    1.65    0.05    20.38
103049    GOODS-S    53.1607879    -27.749989    0.979    0.98    0.05    0.01    0.90    0.53    0.07    0.97    0.05    0.01    46.16     1.21    0.20    23.34
92860     GOODS-S    53.1614988    -27.767621    0.680    0.64    0.02    0.03    0.39    0.01    0.14    0.68    0.00    0.00    149.48    1.15    0.08    23.76
104292    GOODS-S    53.1616111    -27.746921    0.735    0.86    0.00    0.00    0.71    0.01    0.12    0.86    0.03    0.00    199.46    1.51    0.09    21.98
83248     GOODS-S    53.1616316    -27.780247    0.619    0.59    0.00    0.01    0.62    0.00    0.00    0.59    0.00    0.00    588.09    1.64    0.07    21.70
66708     GOODS-S    53.1617076    -27.819261    0.669    0.88    0.02    0.01    0.34    0.04    0.11    0.85    0.07    0.01    244.11    1.26    0.07    22.88
63902     GOODS-S    53.1617459    -27.824573    0.820    0.82    0.00    0.00    0.82    0.00    0.00    0.82    0.00    0.00    221.30    1.61    0.08    22.96
43997     GOODS-S    53.1618662    -27.858128    0.754    0.64    0.00    0.02    0.65    0.02    0.05    0.65    0.01    0.01    132.38    1.26    0.10    23.45
47740     GOODS-S    53.1618859    -27.845847    1.015    1.05    0.04    0.02    1.13    0.01    0.36    1.05    0.00    0.02    304.31    1.41    0.06    21.80
35765     GOODS-S    53.1631421    -27.873062    0.761    0.84    0.00    0.00    1.02    0.10    0.01    0.83    0.00    0.15    288.77    1.39    0.06    22.25
74060     GOODS-S    53.1634179    -27.799548    0.650    0.68    0.00    0.00    0.66    0.00    0.01    0.67    0.00    0.00    921.77    1.72    0.05    21.05
70878     GOODS-S    53.1643086    -27.810825    0.736    0.92    0.01    0.01    0.52    0.22    0.16    0.81    0.01    0.07    149.93    1.35    0.09    23.66
61172     GOODS-S    53.1647452    -27.824545    0.650    0.67    0.00    0.00    0.67    0.00    0.22    0.67    0.00    0.00    625.22    1.59    0.05    21.35
65620     GOODS-S    53.1649789    -27.819329    0.970    0.97    0.00    0.00    0.97    0.00    0.01    0.97    0.00    0.00    657.50    1.69    0.05    21.44
34821     GOODS-S    53.1652086    -27.873947    1.096    1.04    0.01    0.00    1.03    0.05    0.08    1.03    0.00    0.01    249.11    1.12    0.06    22.62
30763     GOODS-S    53.1654674    -27.885331    0.685    0.69    0.02    0.02    0.53    0.10    0.09    0.65    0.03    0.06    176.29    1.18    0.08    22.89
44204     GOODS-S    53.1658616    -27.858858    1.036    0.98    0.15    0.02    1.02    0.03    0.24    1.00    0.05    0.03    39.90     1.40    0.26    24.38
39116     GOODS-S    53.1665649    -27.867970    0.648    0.65    0.01    0.02    0.41    0.03    0.09    0.65    0.01    0.00    152.68    1.29    0.09    22.89
58181     GOODS-S    53.1680222    -27.832514    0.650    0.65    0.00    0.02    0.66    0.00    0.01    0.66    0.00    0.01    362.04    1.79    0.08    22.28
70264     GOODS-S    53.1681747    -27.812932    0.963    0.94    0.00    0.01    0.93    0.00    0.00    0.93    0.01    0.00    175.30    1.16    0.06    23.38
78415     GOODS-S    53.1694751    -27.791939    0.667    0.66    0.00    0.00    0.85    0.02    0.09    0.66    0.00    0.00    700.45    1.53    0.05    21.68
13499     GOODS-S    53.1698435    -27.918154    0.978    0.98    0.03    0.02    0.99    0.01    0.03    0.98    0.03    0.02    456.14    1.40    0.05    21.54
22917     GOODS-S    53.1709179    -27.900476    0.671    0.65    0.00    0.02    0.66    0.00    0.01    0.67    0.01    0.00    226.47    1.65    0.12    22.84
68525     GOODS-S    53.1711820    -27.814712    0.683    0.45    0.00    0.00    0.35    0.02    0.02    0.46    0.03    0.00    979.91    1.17    0.03    20.57
13986     GOODS-S    53.1720940    -27.920529    0.620    0.54    0.02    0.01    0.62    0.15    0.14    0.61    0.06    0.01    128.63    1.53    0.16    23.52
36110     GOODS-S    53.1724271    -27.873753    0.611    0.59    0.01    0.00    0.61    0.00    0.07    0.62    0.01    0.00    161.95    1.40    0.10    23.22
77522     GOODS-S    53.1725238    -27.788092    0.640    0.65    0.00    0.00    0.85    0.05    0.02    0.64    0.00    0.00    958.58    1.50    0.05    20.99
36121     GOODS-S    53.1734378    -27.865976    0.779    0.80    0.00    0.00    0.79    0.01    0.00    0.78    0.00    0.00    838.35    1.76    0.06    20.76
76592     GOODS-S    53.1736667    -27.797363    0.668    0.58    0.02    0.07    0.36    0.06    0.23    0.64    0.01    0.00    132.67    1.20    0.08    23.50
68675     GOODS-S    53.1745112    -27.814960    0.666    0.65    0.00    0.05    0.42    0.03    0.29    0.62    0.01    0.04    510.38    1.16    0.04    22.01
35878     GOODS-S    53.1750819    -27.873892    0.650    0.64    0.02    0.00    0.30    0.00    0.04    0.62    0.00    0.01    383.65    1.16    0.04    22.21
42277     GOODS-S    53.1756668    -27.862315    0.880    0.84    0.01    0.01    0.89    0.05    0.11    0.84    0.00    0.01    108.66    1.50    0.12    23.71
21612     GOODS-S    53.1758193    -27.903717    0.737    0.69    0.02    0.01    0.47    0.10    0.02    0.66    0.01    0.01    203.85    1.19    0.06    22.75
39835     GOODS-S    53.1780338    -27.866458    1.123    1.04    0.02    0.01    1.10    0.01    0.02    1.09    0.00    0.01    148.01    1.39    0.09    23.33
26158     GOODS-S    53.1785644    -27.890211    0.650    0.66    0.00    0.00    0.66    0.01    0.00    0.66    0.00    0.00    842.00    1.70    0.05    20.99
85298     GOODS-S    53.1790635    -27.780521    1.036    1.11    0.00    0.00    1.01    0.08    0.02    1.10    0.00    0.01    83.61     1.73    0.17    24.33
53237     GOODS-S    53.1799555    -27.843025    0.905    1.10    0.01    0.00    0.82    0.19    0.01    1.13    0.01    0.00    125.45    1.38    0.11    23.97
72905     GOODS-S    53.1802421    -27.798928    0.666    0.70    0.06    0.01    0.50    0.04    0.23    0.67    0.03    0.02    680.72    1.38    0.04    21.02
93815     GOODS-S    53.1812066    -27.765670    1.220    1.18    0.06    0.00    1.20    0.12    0.07    1.18    0.06    0.03    231.97    1.24    0.07    22.68
17163     GOODS-S    53.1833072    -27.915043    0.908    0.89    0.06    0.05    1.28    0.16    0.21    0.90    0.11    0.08    143.06    1.19    0.08    24.53
100157    GOODS-S    53.1835471    -27.756741    1.221    1.13    0.00    0.03    1.19    0.19    0.30    1.19    0.15    0.01    71.52     1.53    0.23    24.31
78077     GOODS-S    53.1841650    -27.792630    0.737    0.92    0.00    0.00    0.46    0.00    0.01    0.74    0.00    0.00    782.83    1.16    0.03    21.68
51522     GOODS-S    53.1843014    -27.844309    1.122    1.01    0.02    0.06    1.25    0.24    0.24    1.07    0.07    0.01    56.38     1.19    0.23    25.02
57014     GOODS-S    53.1845635    -27.836041    1.038    1.02    0.02    0.00    1.03    0.00    0.01    1.02    0.00    0.01    164.86    1.74    0.10    23.45
17704     GOODS-S    53.1847841    -27.913397    0.732    0.61    0.02    0.01    0.73    0.13    0.05    0.67    0.01    0.01    151.80    1.44    0.11    23.28
61447     GOODS-S    53.1852305    -27.827841    0.840    1.00    0.00    0.02    0.85    0.00    0.01    1.01    0.00    0.00    241.49    1.85    0.09    22.93
62528     GOODS-S    53.1898804    -27.826710    0.680    0.79    0.00    0.00    0.69    0.02    0.06    0.74    0.00    0.01    501.83    1.50    0.05    21.81
83883     GOODS-S    53.1903515    -27.782001    0.743    1.19    0.01    0.01    1.26    0.77    0.15    1.29    0.00    0.00    98.72     1.11    0.10    24.13
60709     GOODS-S    53.1909224    -27.831035    1.228    1.17    0.03    0.02    1.24    0.01    0.01    1.16    0.04    0.08    92.70     1.29    0.16    24.25
68104     GOODS-S    53.1912106    -27.817277    1.158    1.05    0.02    0.04    1.07    0.01    0.03    1.07    0.01    0.01    84.93     1.18    0.15    24.05
62122     GOODS-S    53.1916475    -27.828335    0.627    0.64    0.06    0.08    0.45    0.15    1.04    0.68    0.06    0.06    81.70     1.26    0.17    24.28
17022     GOODS-S    53.1918766    -27.912430    0.733    0.69    0.00    0.00    1.04    0.01    0.45    0.66    0.03    0.00    454.47    1.31    0.05    21.96
87372     GOODS-S    53.1931062    -27.775560    1.220    1.25    0.02    0.02    1.15    0.19    0.34    1.25    0.04    0.04    55.70     1.30    0.25    24.54
66256     GOODS-S    53.1932050    -27.820214    0.683    0.66    0.00    0.03    0.68    0.00    0.01    0.69    0.01    0.00    367.00    1.75    0.08    22.35
18260     GOODS-S    53.1933713    -27.903872    0.664    0.69    0.00    0.00    1.49    0.00    0.00    0.69    0.00    0.00    1314.17    1.37    0.04    19.96
94544     GOODS-S    53.1946158    -27.765542    1.095    1.00    0.00    0.12    1.11    0.16    0.07    1.00    0.01    0.13    55.14     1.54    0.22    24.21
35475     GOODS-S    53.1949430    -27.874946    1.227    1.11    0.01    0.02    1.24    0.13    0.11    1.25    0.07    0.00    143.49    1.37    0.12    23.15
41478     GOODS-S    53.1965788    -27.863206    1.114    1.11    0.04    0.00    1.12    0.01    0.00    1.11    0.00    0.00    176.04    1.46    0.08    22.99
81470     GOODS-S    53.1975860    -27.786397    1.098    1.24    0.06    0.00    1.19    0.03    0.03    1.22    0.03    0.07    61.14     1.68    0.28    24.54
71200     GOODS-S    53.1996796    -27.810448    0.682    0.71    0.06    0.03    0.51    0.21    0.98    0.61    0.03    0.03    80.85     1.29    0.15    23.79
70001     GOODS-S    53.2005520    -27.812487    0.670    0.68    0.00    0.00    0.66    0.00    0.01    0.68    0.00    0.00    424.52    1.75    0.08    21.88
55434     GOODS-S    53.2043350    -27.837635    0.605    1.17    0.10    0.07    1.20    0.22    0.29    1.17    0.10    0.09    135.54    1.38    0.18    23.18
47101     GOODS-S    53.2063098    -27.851605    0.783    0.75    0.01    0.01    0.45    0.08    0.14    0.77    0.01    0.00    303.79    1.23    0.05    22.07
59482     GOODS-S    53.2063116    -27.832483    1.227    1.18    0.02    0.02    1.14    0.01    0.02    1.14    0.01    0.08    67.99     1.31    0.21    24.28
58222     GOODS-S    53.2087572    -27.834432    0.713    0.73    0.01    0.01    0.73    0.29    0.02    0.72    0.02    0.02    146.05    1.33    0.10    23.55
23595     GOODS-S    53.2106591    -27.899203    0.976    0.96    0.02    0.01    0.93    0.07    0.03    0.93    0.02    0.02    94.61     1.30    0.10    23.71
41115     GOODS-S    53.2136575    -27.864474    0.980    0.92    0.03    0.02    0.91    0.61    0.58    0.93    0.04    0.02    45.55     1.24    0.23    23.50
59747     GOODS-S    53.2155269    -27.830838    0.736    0.69    0.00    0.00    0.46    0.01    0.01    0.69    0.00    0.00    699.21    1.20    0.04    21.36
56922     GOODS-S    53.2181238    -27.833686    0.850    0.89    0.05    0.00    0.31    0.01    0.01    0.87    0.05    0.02    279.21    1.27    0.05    22.00
