# pearsid field ra dec specz specz_source specz_qual imag
85298 GOODS-S 53.179063 -27.780521 1.0360 VLT_2008 A 24.33
40163 GOODS-S 53.179131 -27.866557 0.8900 VLT_2008 B 23.96
70598 GOODS-S 53.179326 -27.812523 0.7270 VLT_2008 C 25.13
53237 GOODS-S 53.179955 -27.843025 0.9050 VIMOS_10_M A 23.97
72905 GOODS-S 53.180242 -27.798928 0.6660 VVDS B 21.02
93815 GOODS-S 53.181207 -27.765670 1.2200 VLT_2008 A 22.68
74039 GOODS-S 53.181639 -27.801309 0.6400 PEARS_ETGs Z 22.78
35255 GOODS-S 53.181767 -27.875732 0.6770 VVDS D 22.96
17163 GOODS-S 53.183307 -27.915043 0.9080 CXO-CDFS A 24.53
100157 GOODS-S 53.183547 -27.756741 1.2210 VLT_2008 A 24.31
79488 GOODS-S 53.184102 -27.791517 1.2200 VLT_2008 A 24.03
78077 GOODS-S 53.184165 -27.792630 0.7370 VLT_2008 A 21.68
51522 GOODS-S 53.184301 -27.844309 1.1220 VLT_2008 B 25.02
57014 GOODS-S 53.184564 -27.836041 1.0380 VLT_2008 A 23.45
17704 GOODS-S 53.184784 -27.913397 0.7320 VVDS B 23.28
80255 GOODS-S 53.184823 -27.789929 0.8100 PEARS_ETGs Z 23.63
61447 GOODS-S 53.185231 -27.827841 0.8400 PEARS_ETGs Z 22.93
36550 GOODS-S 53.185447 -27.872944 0.7035 VUDS_2015 4 23.51
36465 GOODS-S 53.186291 -27.872893 0.7040 VVDS D 23.82
38417 GOODS-S 53.186973 -27.869061 0.7820 VLT_2008 C 23.90
38577 GOODS-S 53.187607 -27.868807 0.7210 VVDS D 22.95
61598 GOODS-S 53.187807 -27.828279 0.7820 VVDS B 23.48
61235 GOODS-S 53.188120 -27.827765 1.1230 VLT_2008 A 22.86
36084 GOODS-S 53.189778 -27.874490 1.1010 VLT_2008 B 24.60
62528 GOODS-S 53.189880 -27.826710 0.6801 VIMOS_10_M A 21.81
83883 GOODS-S 53.190351 -27.782001 0.7430 VVDS D 24.13
60709 GOODS-S 53.190922 -27.831035 1.2279 VIMOS_10_M B 24.25
68104 GOODS-S 53.191211 -27.817277 1.1580 VLT_2008 A 24.05
93672 GOODS-S 53.191335 -27.767665 1.0370 VLT_2008 C 24.26
62122 GOODS-S 53.191648 -27.828335 0.6275 VIMOS_10_M A 24.28
17022 GOODS-S 53.191877 -27.912430 0.7330 VLT_2008 A 21.96
76486 GOODS-S 53.192347 -27.797884 1.2210 VLT_2008 B 25.04
87372 GOODS-S 53.193106 -27.775560 1.2200 VLT_2008 A 24.54
66256 GOODS-S 53.193205 -27.820214 0.6830 VIMOS_10_M A 22.35
18260 GOODS-S 53.193371 -27.903872 0.6640 CXO-CDFS A 19.96
78576 GOODS-S 53.193869 -27.793295 0.7074 VIMOS_10_M A 23.19
14663 GOODS-S 53.193954 -27.918887 1.0890 VLT_2008 C 23.65
94544 GOODS-S 53.194616 -27.765542 1.0950 VLT_2008 A 24.21
35475 GOODS-S 53.194943 -27.874946 1.2270 VLT_2008 A 23.15
69234 GOODS-S 53.195139 -27.813961 1.0160 VLT_2008 A 24.48
28694 GOODS-S 53.196116 -27.885707 0.6710 VIMOS_10_M B 23.39
41478 GOODS-S 53.196579 -27.863206 1.1140 VLT_2008 A 22.99
81470 GOODS-S 53.197586 -27.786397 1.0980 VLT_2008 A 24.54
53559 GOODS-S 53.197873 -27.842759 0.7936 VIMOS_10_L C 25.25
71200 GOODS-S 53.199680 -27.810448 0.6823 VIMOS_10_M A 23.79
70001 GOODS-S 53.200552 -27.812487 0.6700 PEARS_ETGs Z 21.88
72598 GOODS-S 53.200931 -27.807547 0.8338 VIMOS_10_M A 23.97
27892 GOODS-S 53.201581 -27.890548 0.7820 VVDS D 23.26
19774 GOODS-S 53.201988 -27.904447 0.8394 ACES_2012 4 21.35
63315 GOODS-S 53.202114 -27.826345 1.1200 Wuyts_2009 Z 25.25
63179 GOODS-S 53.202368 -27.826206 1.1200 VLT_2008 A 24.46
55434 GOODS-S 53.204335 -27.837635 0.6052 VIMOS_10_M B 23.18
23743 GOODS-S 53.205892 -27.899819 0.8881 VIMOS_10_L B 24.52
47101 GOODS-S 53.206310 -27.851605 0.7833 VIMOS_10_M A 22.07
59482 GOODS-S 53.206312 -27.832483 1.2270 VLT_2008 A 24.28
58222 GOODS-S 53.208757 -27.834432 0.7127 VIMOS_10_M A 23.55
23595 GOODS-S 53.210659 -27.899203 0.9760 VLT_2008 A 23.71
40779 GOODS-S 53.211323 -27.864287 0.7060 VVDS B 23.19
41115 GOODS-S 53.213657 -27.864474 0.9799 VIMOS_10_M A 23.50
59747 GOODS-S 53.215527 -27.830838 0.7358 VIMOS_10_M A 21.36
60398 GOODS-S 53.216732 -27.831518 0.8577 VUDS_2015 4 24.31
56922 GOODS-S 53.218124 -27.833686 0.8501 VUDS_2015 3 22.00
63477 GOODS-S 53.219782 -27.826180 0.8320 VLT_2008 A 24.33
