# Catalog for all galaxies that now have refined redshifts. See paper/code for sample selection. 
# pearsid field ra dec old_z new_z new_z_err source dn4000 dn4000_err d4000 d4000_err old_chi2 new_chi2
74794 GOODS-N 189.192301 62.247818 0.6358 0.5144 0.0224 3DHST nan nan nan nan 176.2806 92.9480
74900 GOODS-N 189.156752 62.248289 0.7809 0.8681 0.0065 3DHST 3.4016 0.3558 2.4844 0.1395 5269.3532 3253.3118
74987 GOODS-N 189.240780 62.248689 0.8299 0.8443 0.0141 3DHST 1.1515 0.0826 1.5020 0.0551 134.2614 121.2796
75267 GOODS-N 189.220894 62.252512 0.8673 0.9833 0.0098 3DHST 1.3563 0.1050 1.6115 0.0616 519.8149 254.6970
75367 GOODS-N 189.208552 62.248427 0.9049 0.7857 0.0428 3DHST 1.2033 0.2683 1.6662 0.1554 151.8204 79.7038
75413 GOODS-N 189.128494 62.248303 0.9368 0.7394 0.0106 3DHST 1.2374 0.1450 1.2637 0.0716 821.0159 243.3744
75556 GOODS-N 189.203636 62.248887 0.8825 0.6908 0.0214 3DHST 1.3927 0.2845 1.5100 0.1806 177.2723 91.7179
75653 GOODS-N 189.160583 62.248768 0.8347 0.8467 0.0099 3DHST 1.2347 0.1606 1.5108 0.0845 65.0606 63.0714
75659 GOODS-N 189.186664 62.248803 0.9243 0.8038 0.0081 3DHST 0.8803 0.0882 1.4078 0.0642 621.1742 276.9949
75762 GOODS-N 189.112734 62.252704 0.8046 0.7928 0.0057 3DHST 1.4756 0.1120 1.8074 0.0590 110.7657 101.8017
76098 GOODS-N 189.201368 62.252162 0.8627 0.9398 0.0078 3DHST 1.4749 0.1019 1.8301 0.0702 527.8030 176.1221
76405 GOODS-N 189.178046 62.250891 0.7126 0.5954 0.0216 3DHST 1.5383 0.3045 1.4869 0.1625 175.1269 83.4852
76445 GOODS-N 189.126508 62.250747 0.6116 0.8647 0.0020 3DHST 1.8006 0.1287 2.3357 0.0800 7445.6260 1670.7451
