# col1    col2          col3         col4     delta_ra                 delta_dec                col5     col6     col7     correct_dec          id        field     ra             dec           x          y          z_spec   z_peak   faper_F140W   eaper_F140W   faper_F160W   eaper_F160W   f_F606W   e_F606W    f_F814W   e_F814W   f_F125W   e_F125W    f_F140W   e_F140W    f_F160W   e_F160W    tot_cor   kron_radius   a_image   b_image   flux_radius   fwhm_image   flags   f140w_flag   star_flag   use_phot   near_star   nexp_f125w   nexp_f140w   nexp_f160w   lmass   Av    Separation             
  76789   189.1380744   62.253888    22.292   2.8139999983523012E-5    -1.1768888889207574E-5   0.0080   373.0    337.0    62.253799111111114   22776.0   GOODS-N   189.13804626   62.25381088   12870.48   11156.47   0.5196   0.5063   9.2673        0.055235      11.024        0.025325      5.5039    0.03738    -99.0     -99.0     20.376    0.050434   24.756    0.14567    29.073    0.12815    1.035     3.5           8.905     4.427     7.31          24.84        3       0            0           1          0           13           5            13           9.39    1.7   0.06339845318573983    
  77782   189.1381086   62.2526225   25.476   4.7080000001642475E-5    -6.978888890785129E-6    0.066    35.8     23.1     62.25253361111111    22507.0   GOODS-N   189.13806152   62.25254059   12870.23   11080.45   -1.0     1.554    0.70535       0.055212      0.81302       0.025325      0.56507   0.028262   -99.0     -99.0     1.414     0.038911   1.4312    0.1106     1.6287    0.076801   1.0781    3.5           5.227     2.994     5.39          0.0          0       0            0           1          0           12           5            12           8.96    0.0   0.08281252206502517    
  36417   189.1381142   62.1927977   20.614   5.267999998181949E-5     1.751111113890147E-6     0.0040   756.0    742.0    62.19270881111111    9344.0    GOODS-N   189.13806152   62.19270706   12875.06   7490.4     0.079    0.0835   4.2503        0.07411       4.4794        0.04484       48.593    0.27113    -99.0     -99.0     73.26     0.58096    73.162    1.2594     76.123    0.84132    1.0       3.76          24.345    13.286    20.4          0.0          2       0            0           1          0           4            4            4            7.94    0.7   0.08869495584241568    
  77271   189.1382356   62.2513161   25.536   6.229999996776314E-6     -8.748888895127038E-6    0.062    25.3     23.3     62.25122721111111    22190.0   GOODS-N   189.13822937   62.25123596   12865.51   11002.1    -1.0     3.0513   0.16164       0.055598      0.25629       0.025654      0.5641    0.038533   -99.0     -99.0     0.60323   0.051928   0.44458   0.15097    0.69594   0.10858    1.0494    6.27          3.962     2.248     7.1           0.0          0       0            2           1          0           12           5            12           9.34    0.3   0.033181941311920295   
  53362   189.1383792   62.210083    23.342   1.2499999996862243E-5    -1.1588888924052299E-6   0.016    149.0    132.0    62.20999411111111    13750.0   GOODS-N   189.1383667    62.20999527   12865.45   8527.63    1.1415   1.1201   3.0158        0.054038      3.2019        0.032864      2.7359    0.049034   -99.0     -99.0     9.0336    0.079      10.149    0.17954    10.638    0.18389    1.0284    3.5           8.237     5.723     8.36          0.0          2       0            0           1          0           8            5            8            9.81    0.3   0.021391238025442863   
  53790   189.1383803   62.2095543   25.44    2.885999998625266E-5     4.2011111105466625E-6    0.047    57.1     37.3     62.20946541111111    13567.0   GOODS-N   189.13835144   62.20946121   12865.72   8495.68    -1.0     3.2303   0.83325       0.053157      1.0491        0.032258      0.49956   0.022129   -99.0     -99.0     1.0155    0.030151   1.1336    0.071396   1.4091    0.072081   1.1211    3.9           2.822     2.511     3.14          0.0          0       0            0           1          0           8            5            8            9.89    0.3   0.050746625069481      
  55727   189.1384679   62.2133983   24.897   2.4910000007594135E-5    -8.458888885343185E-6    0.03     53.1     48.2     62.21330941111111    14424.0   GOODS-N   189.13844299   62.21331787   12862.67   8726.95    -1.0     0.5243   0.86971       0.055337      0.98654       0.032231      0.80032   0.019738   -99.0     -99.0     1.2843    0.033239   1.2952    0.081359   1.4505    0.073156   1.1184    3.5           3.423     2.649     3.72          0.0          0       0            0           1          0           8            5            8            7.83    0.4   0.051720437078823234   
  51690   189.1384757   62.2058289   25.57    -1.3070000022707973E-5   -1.3318888889557456E-5   0.049    41.1     31.8     62.20574001111111    12760.0   GOODS-N   189.13848877   62.20575333   12862.26   8273.13    -1.0     3.1774   0.27784       0.054357      0.36292       0.036638      0.53205   0.023778   -99.0     -99.0     0.55727   0.037967   0.41684   0.080511   0.53754   0.074422   1.1354    4.84          2.109     1.821     3.13          0.0          0       0            2           1          0           6            5            6            9.62    0.1   0.052729358567715254   
  68957   189.1385328   62.2365299   23.639   -1.7499999955816747E-6   -5.368888885470824E-6    0.015    128.0    125.0    62.23644101111111    19235.0   GOODS-N   189.13853455   62.23644638   12858.21   10114.73   1.3448   1.3166   4.5377        0.062339      5.1801        0.025325      3.1904    0.020718   -99.0     -99.0     7.3932    0.029512   7.0932    0.096204   7.9942    0.079438   1.0755    3.5           4.868     3.415     4.08          0.0          0       0            0           1          0           12           4            12           9.52    0.0   0.019549526675205816   
  42975   189.1385552   62.1905679   24.094   2.0650000010391523E-5    -2.6888888982057324E-7   0.02     100.0    96.5     62.19047901111111    9664.0    GOODS-N   189.13853455   62.19047928   12862.27   7356.75    -1.0     0.4303   1.9457        0.077521      1.9829        0.043984      1.7412    0.025432   -99.0     -99.0     3.1466    0.053805   3.1894    0.12545    3.2089    0.14013    1.0744    4.0           3.95      3.313     4.35          0.0          0       0            0           1          0           4            3            4            8.23    0.5   0.03469561582422964    
  50326   189.1386349   62.2036082   25.721   3.932000001327651E-5     1.6651111110377315E-5    0.099    27.2     17.0     62.20351931111111    12290.0   GOODS-N   189.13859558   62.20350266   12859.5    8138.03    -1.0     2.2488   0.26018       0.054289      0.51958       0.036098      0.33253   0.031066   -99.0     -99.0     0.50815   0.050378   0.50402   0.10383    0.99374   0.11986    1.0715    6.21          3.036     1.925     4.88          0.0          0       0            2           1          0           6            5            6            9.46    0.1   0.08916636895954215    
  39438   189.1386531   62.1853785   23.459   -3.4029999994800164E-5   -1.6788888927976586E-6   0.021    85.2     81.9     62.18528961111111    8703.0    GOODS-N   189.13868713   62.18529129   12858.49   7045.47    -1.0     0.8069   2.0188        0.050478      1.9475        0.046724      2.0514    0.039183   -99.0     -99.0     5.2184    0.1061     5.2032    0.12844    4.9554    0.24642    1.0324    4.99          5.55      3.761     6.93          0.0          0       0            0           1          0           4            7            4            8.88    0.6   0.05748254520025353    
  57842   189.1387153   62.2169354   25.543   1.2910000009469513E-5    -7.5888888915187636E-6   0.05     31.2     26.3     62.21684651111111    15206.0   GOODS-N   189.13870239   62.2168541    12855.42   8939.29    -1.0     1.6515   1.4996        0.055058      1.6827        0.032063      0.5752    0.023802   -99.0     -99.0     2.1903    0.035908   2.3142    0.083886   2.5638    0.084825   1.0926    3.55          3.877     3.054     4.02          0.0          0       0            0           1          0           8            5            8            9.46    0.6   0.034866861502061024   
  41948   189.1388252   62.188366    25.453   7.400000185953104E-7     -8.7188888855394E-6      0.049    35.5     30.7     62.18827711111111    9198.0    GOODS-N   189.13882446   62.18828583   12854.29   7224.95    -1.0     1.2928   0.76883       0.080551      0.91236       0.046138      0.64728   0.025652   -99.0     -99.0     1.4119    0.055257   1.2579    0.13012    1.4737    0.11021    1.1093    3.5           3.554     2.817     4.45          0.0          0       0            0           1          0           4            3            4            8.84    0.0   0.031412599909932726   
  79168   189.1389294   62.2546027   26.0     -1.8700000055105193E-6   4.841111106657081E-6     0.07     128.0    19.4     62.25451381111111    22871.0   GOODS-N   189.13893127   62.25450897   12845.82   11198.42   -1.0     0.964    0.44881       0.054606      0.46518       0.025626      0.28493   0.03045    -99.0     -99.0     0.9647    0.041434   0.98496   0.11831    1.0079    0.07997    1.0759    5.13          3.794     2.021     5.89          0.0          3       0            0           1          0           12           5            12           8.43    0.7   0.017707553184455275   
  78782   189.1389422   62.2543997   24.738   1.093000000196298E-5     -3.6088888890617454E-6   0.033    121.0    43.5     62.25431081111111    22877.0   GOODS-N   189.13893127   62.25431442   12845.66   11186.74   -1.0     0.5311   1.0167        0.05499       1.1581        0.025325      0.98618   0.030907   -99.0     -99.0     2.2549    0.042705   2.2359    0.11939    2.5145    0.1175     1.0411    4.87          4.772     3.655     6.08          0.0          3       0            0           1          0           12           5            12           8.25    0.8   0.02245785105911462    
  78689   189.1389503   62.2534048   25.937   3.7700000063978223E-6    8.571111109745289E-6     0.057    67.0     26.9     62.25331591111111    22592.0   GOODS-N   189.13894653   62.25330734   12845.57   11126.47   -1.0     2.1826   0.59442       0.053547      0.5603        0.025325      0.59795   0.024305   -99.0     -99.0     0.80453   0.032836   1.0338    0.091944   0.96206   0.095591   1.0611    5.04          4.607     2.425     4.26          0.0          3       0            2           1          0           13           5            13           8.87    0.0   0.0314963135883722     
  55880   189.1390077   62.2141073   24.219   1.5390000015713667E-5    2.451111114964988E-6     0.025    79.3     58.9     62.21401841111111    14693.0   GOODS-N   189.13899231   62.21401596   12847.57   8768.96    1.0128   0.9958   1.5176        0.054559      1.5575        0.032367      1.062     0.031781   -99.0     -99.0     3.1078    0.04669    3.0833    0.10943    3.1241    0.13414    1.0515    4.04          4.87      4.238     5.58          0.0          0       0            0           1          0           8            5            8            9.11    0.1   0.027293456967200494   
