# Tex formatted table 3 for SPZ paper
Last login: Sun Jun 30 16:35:12 on ttys001
Bhavins-MBP:grismz_pipeline bhavinjoshi$ python make_paper_table.py  
ID       RA    DEC       Field      zspec    zphot    zg     zspz    NetSig    D4000    D4000_err    iABmag
90536    & GOODS-N   & 189.2420607   & 62.277510   & 1.017   & 1.04$\substack{+0.00 \\ -0.00}$   & 1.03$\substack{+0.00 \\ -0.01}$   & 1.03$\substack{+0.00 \\ -0.00}$   & 278.02   & 1.78   & 0.07   & 22.57 \\
38445    & GOODS-N   & 189.2005634   & 62.183952   & 0.649   & 0.72$\substack{+0.02 \\ -0.03}$   & 0.38$\substack{+0.00 \\ -0.01}$   & 0.69$\substack{+0.03 \\ -0.04}$   & 191.30   & 1.27   & 0.09   & 22.50 \\
68525    & GOODS-S   & 53.1711820   & $-$27.814712   & 0.683   & 0.45$\substack{+0.00 \\ -0.00}$   & 0.35$\substack{+0.00 \\ -0.00}$   & 0.46$\substack{+0.00 \\ -0.00}$   & 979.91   & 1.17   & 0.03   & 20.57 \\
96423    & GOODS-N   & 189.3643627   & 62.287230   & 0.778   & 0.85$\substack{+0.13 \\ -0.00}$   & 0.37$\substack{+0.00 \\ -0.00}$   & 0.83$\substack{+0.19 \\ -0.00}$   & 191.74   & 1.21   & 0.06   & 22.69 \\
76094    & GOODS-S   & 53.1554484   & $-$27.791484   & 0.710   & 0.66$\substack{+0.00 \\ -0.00}$   & 0.92$\substack{+0.00 \\ -0.04}$   & 0.65$\substack{+0.00 \\ -0.00}$   & 1269.14   & 1.44   & 0.04   & 20.30 \\
109851   & GOODS-N   & 189.2711498   & 62.312059   & 0.875   & 0.90$\substack{+0.03 \\ -0.01}$   & 0.33$\substack{+1.08 \\ -0.03}$   & 0.88$\substack{+0.00 \\ -0.01}$   & 141.76   & 1.28   & 0.08   & 23.29 \\
17495    & GOODS-S   & 53.1303655   & $-$27.913615   & 0.661   & 0.85$\substack{+0.04 \\ -0.07}$   & 1.42$\substack{+0.01 \\ -0.01}$   & 0.86$\substack{+0.02 \\ -0.08}$   & 74.49    & 1.11   & 0.17   & 24.06 \\
123538   & GOODS-N   & 189.3931748   & 62.341860   & 0.938   & 0.93$\substack{+0.00 \\ -0.00}$   & 1.05$\substack{+0.05 \\ -0.02}$   & 0.93$\substack{+0.00 \\ -0.00}$   & 385.52   & 1.59   & 0.06   & 21.93 \\
66708    & GOODS-S   & 53.1617076   & $-$27.819261   & 0.669   & 0.88$\substack{+0.01 \\ -0.02}$   & 0.34$\substack{+0.01 \\ -0.00}$   & 0.77$\substack{+0.00 \\ -0.01}$   & 244.11   & 1.26   & 0.07   & 22.88 \\
88347    & GOODS-N   & 189.3539121   & 62.273490   & 0.709   & 0.59$\substack{+0.01 \\ -0.02}$   & 1.18$\substack{+0.01 \\ -0.02}$   & 0.57$\substack{+0.02 \\ -0.01}$   & 127.94   & 1.23   & 0.09   & 23.50 \\
85256    & GOODS-S   & 53.1288245   & $-$27.780420   & 1.173   & 1.23$\substack{+0.12 \\ -0.20}$   & 1.11$\substack{+0.10 \\ -0.01}$   & 1.21$\substack{+0.12 \\ -0.09}$   & 90.82    & 1.44   & 0.16   & 23.95 \\
50670    & GOODS-N   & 189.1624276   & 62.205493   & 0.608   & 0.55$\substack{+0.01 \\ -0.01}$   & 0.76$\substack{+0.00 \\ -0.00}$   & 0.59$\substack{+0.00 \\ -0.00}$   & 302.61   & 1.34   & 0.06   & 22.23 \\
43618    & GOODS-N   & 189.1825663   & 62.195238   & 0.768   & 0.73$\substack{+0.00 \\ -0.00}$   & 0.77$\substack{+0.01 \\ -0.01}$   & 0.73$\substack{+0.00 \\ -0.00}$   & 795.94   & 1.60   & 0.05   & 20.90 \\
107263   & GOODS-N   & 189.3201245   & 62.306652   & 0.839   & 0.91$\substack{+0.00 \\ -0.00}$   & 1.37$\substack{+0.00 \\ -0.00}$   & 0.84$\substack{+0.00 \\ -0.00}$   & 264.20   & 1.36   & 0.07   & 22.77 \\
117725   & GOODS-S   & 53.0404348   & $-$27.713365   & 0.735   & 0.71$\substack{+0.06 \\ -0.06}$   & 1.02$\substack{+0.02 \\ -0.02}$   & 0.73$\substack{+0.03 \\ -0.03}$   & 701.90   & 1.47   & 0.05   & 20.86 \\
36708    & GOODS-N   & 189.1417078   & 62.181841   & 0.764   & 0.79$\substack{+0.01 \\ -0.02}$   & 0.47$\substack{+0.00 \\ -0.00}$   & 0.74$\substack{+0.01 \\ -0.01}$   & 356.96   & 1.22   & 0.04   & 21.62 \\
93811    & GOODS-S   & 53.1460878   & $-$27.766564   & 0.954   & 0.85$\substack{+0.04 \\ -0.02}$   & 0.32$\substack{+0.03 \\ -0.00}$   & 0.92$\substack{+0.02 \\ -0.00}$   & 106.31   & 1.22   & 0.09   & 23.73 \\
116636   & GOODS-N   & 189.3095285   & 62.320093   & 1.224   & 1.04$\substack{+0.03 \\ -0.02}$   & 1.19$\substack{+0.01 \\ -0.02}$   & 1.11$\substack{+0.01 \\ -0.00}$   & 98.01    & 1.47   & 0.16   & 23.84 \\
48229    & GOODS-N   & 189.1915296   & 62.200388   & 0.679   & 0.56$\substack{+0.02 \\ -0.03}$   & 0.84$\substack{+0.00 \\ -0.01}$   & 0.65$\substack{+0.00 \\ -0.00}$   & 93.88    & 1.19   & 0.10   & 23.67 \\
121095   & GOODS-S   & 53.0792362   & $-$27.711868   & 1.019   & 0.97$\substack{+0.00 \\ -0.00}$   & 1.01$\substack{+0.00 \\ -0.01}$   & 0.97$\substack{+0.05 \\ -0.00}$   & 151.16   & 1.70   & 0.11   & 23.43 \\
97879    & GOODS-N   & 189.3980533   & 62.301465   & 0.840   & 0.85$\substack{+0.00 \\ -0.04}$   & 1.49$\substack{+0.00 \\ -0.00}$   & 0.84$\substack{+0.01 \\ -0.03}$   & 586.22   & 1.37   & 0.05   & 20.73 \\
78300    & GOODS-N   & 189.2256455   & 62.254197   & 0.849   & 0.83$\substack{+0.13 \\ -0.01}$   & 0.49$\substack{+0.00 \\ -0.00}$   & 0.81$\substack{+0.00 \\ -0.00}$   & 250.04   & 1.18   & 0.05   & 22.77 \\
112486   & GOODS-N   & 189.3236425   & 62.314013   & 0.835   & 0.95$\substack{+0.01 \\ -0.04}$   & 0.49$\substack{+0.01 \\ -0.00}$   & 0.81$\substack{+0.00 \\ -0.00}$   & 123.66   & 1.13   & 0.08   & 23.66 \\
103037   & GOODS-S   & 53.1594073   & $-$27.748641   & 0.666   & 0.67$\substack{+0.02 \\ -0.00}$   & 0.64$\substack{+0.01 \\ -0.00}$   & 0.67$\substack{+0.00 \\ -0.00}$   & 385.98   & 1.76   & 0.08   & 21.72 \\
89845    & GOODS-N   & 189.3358390   & 62.274894   & 0.840   & 0.83$\substack{+0.00 \\ -0.01}$   & 0.63$\substack{+0.01 \\ -0.02}$   & 0.81$\substack{+0.02 \\ -0.05}$   & 312.40   & 1.28   & 0.05   & 21.76 \\
58181    & GOODS-S   & 53.1680222   & $-$27.832514   & 0.650   & 0.65$\substack{+0.02 \\ -0.00}$   & 0.66$\substack{+0.01 \\ -0.00}$   & 0.66$\substack{+0.01 \\ -0.00}$   & 362.04   & 1.79   & 0.08   & 22.28 \\
76098    & GOODS-N   & 189.2013683   & 62.252073   & 0.938   & 0.86$\substack{+0.00 \\ -0.00}$   & 0.94$\substack{+0.00 \\ -0.01}$   & 0.92$\substack{+0.00 \\ -0.00}$   & 429.93   & 1.84   & 0.07   & 22.10 \\
86357    & GOODS-N   & 189.1617285   & 62.268264   & 0.854   & 0.86$\substack{+0.00 \\ -0.00}$   & 0.86$\substack{+0.00 \\ -0.00}$   & 0.86$\substack{+0.00 \\ -0.00}$   & 317.54   & 1.74   & 0.07   & 22.68 \\
79426    & GOODS-N   & 189.2179819   & 62.260341   & 0.939   & 0.93$\substack{+0.01 \\ -0.00}$   & 0.95$\substack{+0.01 \\ -0.00}$   & 0.95$\substack{+0.00 \\ -0.02}$   & 285.63   & 1.68   & 0.07   & 22.15 \\
48189    & GOODS-N   & 189.1667451   & 62.202052   & 1.017   & 0.97$\substack{+0.00 \\ -0.00}$   & 1.02$\substack{+0.00 \\ -0.00}$   & 0.99$\substack{+0.00 \\ -0.00}$   & 326.23   & 1.60   & 0.06   & 22.39 \\
26891    & GOODS-S   & 53.1441777   & $-$27.890151   & 1.099   & 1.28$\substack{+0.01 \\ -0.09}$   & 1.06$\substack{+0.00 \\ -0.00}$   & 1.27$\substack{+0.01 \\ -0.17}$   & 312.58   & 1.14   & 0.05   & 22.40 \\
97070    & GOODS-N   & 189.2308114   & 62.288324   & 0.941   & 0.90$\substack{+0.20 \\ -0.00}$   & 0.96$\substack{+0.00 \\ -0.01}$   & 0.89$\substack{+0.21 \\ -0.00}$   & 127.94   & 1.41   & 0.10   & 23.59 \\
92108    & GOODS-N   & 189.3597889   & 62.279739   & 1.183   & 1.11$\substack{+0.02 \\ -0.03}$   & 1.12$\substack{+0.04 \\ -0.00}$   & 1.12$\substack{+0.04 \\ -0.00}$   & 138.73   & 1.21   & 0.09   & 23.72 \\
74133    & GOODS-S   & 53.1489575   & $-$27.799680   & 0.665   & 0.67$\substack{+0.00 \\ -0.00}$   & 0.88$\substack{+0.03 \\ -0.04}$   & 0.67$\substack{+0.00 \\ -0.00}$   & 1056.98   & 1.54   & 0.04   & 20.80 \\
56190    & GOODS-N   & 189.1981062   & 62.214635   & 0.681   & 0.57$\substack{+0.02 \\ -0.04}$   & 0.74$\substack{+0.01 \\ -0.28}$   & 0.70$\substack{+0.00 \\ -0.00}$   & 102.98   & 1.32   & 0.13   & 23.94 \\
78710    & GOODS-S   & 53.1491348   & $-$27.792985   & 1.223   & 1.21$\substack{+0.01 \\ -0.05}$   & 1.14$\substack{+0.13 \\ -0.01}$   & 1.23$\substack{+0.01 \\ -0.10}$   & 67.81    & 1.42   & 0.20   & 24.60 \\
109885   & GOODS-S   & 53.0713359   & $-$27.735481   & 0.730   & 0.72$\substack{+0.00 \\ -0.03}$   & 0.72$\substack{+0.01 \\ -0.00}$   & 0.72$\substack{+0.00 \\ -0.00}$   & 165.99   & 1.63   & 0.12   & 23.11 \\
84001    & GOODS-N   & 189.2388180   & 62.266877   & 0.940   & 0.83$\substack{+0.06 \\ -0.04}$   & 0.94$\substack{+0.00 \\ -0.01}$   & 0.96$\substack{+0.01 \\ -0.02}$   & 81.43    & 1.41   & 0.15   & 23.42 \\
122616   & GOODS-N   & 189.3817051   & 62.335724   & 1.153   & 1.03$\substack{+0.03 \\ -0.01}$   & 1.15$\substack{+0.00 \\ -0.00}$   & 1.15$\substack{+0.00 \\ -0.01}$   & 96.93    & 1.28   & 0.15   & 23.30 \\
74641    & GOODS-N   & 189.1747314   & 62.249069   & 0.850   & 0.94$\substack{+0.00 \\ -0.06}$   & 0.76$\substack{+0.22 \\ -0.01}$   & 0.94$\substack{+0.01 \\ -0.06}$   & 176.49   & 1.41   & 0.08   & 22.97 \\
76917    & GOODS-N   & 189.1814877   & 62.251585   & 0.848   & 0.83$\substack{+0.03 \\ -0.01}$   & 0.78$\substack{+0.00 \\ -0.14}$   & 0.82$\substack{+0.00 \\ -0.01}$   & 150.28   & 1.28   & 0.08   & 23.02 \\
113361   & GOODS-S   & 53.1132340   & $-$27.726632   & 0.668   & 0.74$\substack{+0.00 \\ -0.00}$   & 1.49$\substack{+0.00 \\ -0.01}$   & 0.73$\substack{+0.01 \\ -0.05}$   & 235.84   & 1.35   & 0.08   & 22.46 \\
14386    & GOODS-S   & 53.1397446   & $-$27.920454   & 0.658   & 0.64$\substack{+0.01 \\ -0.02}$   & 0.63$\substack{+0.01 \\ -0.00}$   & 0.66$\substack{+0.00 \\ -0.02}$   & 177.05   & 1.33   & 0.09   & 22.99 \\
27994    & GOODS-S   & 53.1335325   & $-$27.890769   & 0.988   & 0.91$\substack{+0.03 \\ -0.05}$   & 0.43$\substack{+0.00 \\ -0.07}$   & 0.95$\substack{+0.00 \\ -0.01}$   & 77.04    & 1.25   & 0.14   & 24.14 \\
57446    & GOODS-S   & 53.1521569   & $-$27.835112   & 0.989   & 0.73$\substack{+0.01 \\ -0.00}$   & 0.43$\substack{+0.00 \\ -0.02}$   & 0.71$\substack{+0.00 \\ -0.05}$   & 466.03   & 1.15   & 0.04   & 21.59 \\
17704    & GOODS-S   & 53.1847841   & $-$27.913397   & 0.732   & 0.61$\substack{+0.01 \\ -0.02}$   & 0.73$\substack{+0.04 \\ -0.01}$   & 0.67$\substack{+0.01 \\ -0.01}$   & 151.80   & 1.44   & 0.11   & 23.28 \\
55923    & GOODS-N   & 189.1138417   & 62.216061   & 1.223   & 1.21$\substack{+0.01 \\ -0.00}$   & 1.15$\substack{+0.00 \\ -0.01}$   & 1.21$\substack{+0.00 \\ -0.00}$   & 328.03   & 1.19   & 0.06   & 22.76 \\
68675    & GOODS-S   & 53.1745112   & $-$27.814960   & 0.666   & 0.68$\substack{+0.00 \\ -0.00}$   & 0.69$\substack{+0.00 \\ -0.00}$   & 0.62$\substack{+0.00 \\ -0.00}$   & 510.38   & 1.16   & 0.04   & 22.01 \\
37181    & GOODS-N   & 189.1591231   & 62.181325   & 0.766   & 0.74$\substack{+0.06 \\ -0.05}$   & 0.61$\substack{+0.01 \\ -0.00}$   & 0.70$\substack{+0.00 \\ -0.01}$   & 75.12    & 1.18   & 0.13   & 23.73 \\
119723   & GOODS-N   & 189.3504106   & 62.327519   & 0.804   & 0.98$\substack{+0.00 \\ -0.00}$   & 0.48$\substack{+0.01 \\ -0.00}$   & 0.82$\substack{+0.01 \\ -0.01}$   & 292.28   & 1.15   & 0.04   & 22.82 \\
122560   & GOODS-N   & 189.3970214   & 62.335577   & 1.083   & 1.07$\substack{+0.00 \\ -0.01}$   & 1.06$\substack{+0.01 \\ -0.00}$   & 1.04$\substack{+0.03 \\ -0.00}$   & 389.61   & 1.19   & 0.04   & 22.06 \\
61447    & GOODS-S   & 53.1852305   & $-$27.827841   & 0.840   & 1.00$\substack{+0.02 \\ -0.00}$   & 0.85$\substack{+0.00 \\ -0.00}$   & 1.01$\substack{+0.00 \\ -0.00}$   & 241.49   & 1.85   & 0.09   & 22.93 \\
43816    & GOODS-S   & 53.1378275   & $-$27.856631   & 0.735   & 0.73$\substack{+0.03 \\ -0.09}$   & 0.72$\substack{+0.20 \\ -0.00}$   & 0.72$\substack{+0.00 \\ -0.08}$   & 133.66   & 1.44   & 0.12   & 21.79 \\
123843   & GOODS-S   & 53.1053746   & $-$27.706719   & 0.613   & 0.36$\substack{+0.00 \\ -0.00}$   & 0.32$\substack{+0.01 \\ -0.00}$   & 0.30$\substack{+0.00 \\ -0.00}$   & 322.49   & 1.18   & 0.05   & 22.41 \\
70787    & GOODS-N   & 189.2451694   & 62.243034   & 0.678   & 0.85$\substack{+0.02 \\ -0.03}$   & 0.39$\substack{+0.36 \\ -0.00}$   & 0.84$\substack{+0.02 \\ -0.02}$   & 778.78   & 1.38   & 0.04   & 20.73 \\
35765    & GOODS-S   & 53.1631421   & $-$27.873062   & 0.761   & 0.84$\substack{+0.00 \\ -0.00}$   & 1.02$\substack{+0.00 \\ -0.01}$   & 0.83$\substack{+0.12 \\ -0.00}$   & 288.77   & 1.39   & 0.06   & 22.25 \\
65620    & GOODS-S   & 53.1649789   & $-$27.819329   & 0.970   & 0.97$\substack{+0.00 \\ -0.00}$   & 0.97$\substack{+0.00 \\ -0.00}$   & 0.97$\substack{+0.00 \\ -0.00}$   & 657.50   & 1.69   & 0.05   & 21.44 \\
85298    & GOODS-S   & 53.1790635   & $-$27.780521   & 1.036   & 1.11$\substack{+0.00 \\ -0.00}$   & 1.01$\substack{+0.00 \\ -0.00}$   & 1.10$\substack{+0.01 \\ -0.00}$   & 83.61    & 1.73   & 0.17   & 24.33 \\
123472   & GOODS-S   & 53.0930594   & $-$27.707373   & 1.010   & 1.03$\substack{+0.01 \\ -0.01}$   & 0.99$\substack{+0.00 \\ -0.00}$   & 1.04$\substack{+0.01 \\ -0.00}$   & 118.60   & 1.74   & 0.14   & 23.56 \\
123290   & GOODS-N   & 189.3980521   & 62.338414   & 1.142   & 1.16$\substack{+0.00 \\ -0.05}$   & 1.14$\substack{+0.00 \\ -0.07}$   & 1.16$\substack{+0.00 \\ -0.04}$   & 165.23   & 1.37   & 0.08   & 22.87 \\
83237    & GOODS-N   & 189.1616765   & 62.263124   & 0.904   & 0.82$\substack{+0.02 \\ -0.00}$   & 0.32$\substack{+0.00 \\ -0.00}$   & 0.82$\substack{+0.00 \\ -0.00}$   & 382.63   & 1.27   & 0.04   & 22.19 \\
92860    & GOODS-S   & 53.1614988   & $-$27.767621   & 0.680   & 0.64$\substack{+0.03 \\ -0.02}$   & 0.39$\substack{+0.00 \\ -0.00}$   & 0.68$\substack{+0.00 \\ -0.00}$   & 149.48   & 1.15   & 0.08   & 23.76 \\
94544    & GOODS-S   & 53.1946158   & $-$27.765542   & 1.095   & 1.00$\substack{+0.12 \\ -0.00}$   & 1.11$\substack{+0.00 \\ -0.01}$   & 1.00$\substack{+0.13 \\ -0.00}$   & 55.14    & 1.54   & 0.22   & 24.21 \\
91800    & GOODS-N   & 189.2262114   & 62.281970   & 0.942   & 0.92$\substack{+0.00 \\ -0.04}$   & 0.93$\substack{+0.00 \\ -0.00}$   & 0.92$\substack{+0.00 \\ -0.00}$   & 271.82   & 1.66   & 0.07   & 22.39 \\
78077    & GOODS-S   & 53.1841650   & $-$27.792630   & 0.737   & 0.92$\substack{+0.00 \\ -0.00}$   & 0.46$\substack{+0.01 \\ -0.00}$   & 0.74$\substack{+0.00 \\ -0.00}$   & 782.83   & 1.16   & 0.03   & 21.68 \\
36842    & GOODS-N   & 189.1851440   & 62.181358   & 0.937   & 0.83$\substack{+0.03 \\ -0.01}$   & 0.34$\substack{+0.00 \\ -0.01}$   & 0.90$\substack{+0.00 \\ -0.00}$   & 155.64   & 1.31   & 0.07   & 23.26 \\
70156    & GOODS-N   & 189.1614500   & 62.239445   & 0.966   & 0.93$\substack{+0.01 \\ -0.00}$   & 0.35$\substack{+1.14 \\ -0.00}$   & 0.94$\substack{+0.00 \\ -0.00}$   & 161.50   & 1.34   & 0.10   & 23.03 \\
75762    & GOODS-N   & 189.1127342   & 62.252615   & 0.794   & 0.79$\substack{+0.00 \\ -0.00}$   & 0.80$\substack{+0.00 \\ -0.00}$   & 0.79$\substack{+0.00 \\ -0.00}$   & 643.12   & 1.75   & 0.06   & 21.11 \\
51356    & GOODS-S   & 53.1566795   & $-$27.843269   & 0.628   & 0.57$\substack{+0.00 \\ -0.00}$   & 0.45$\substack{+0.02 \\ -0.01}$   & 0.58$\substack{+0.00 \\ -0.00}$   & 427.14   & 1.21   & 0.04   & 21.57 \\
85491    & GOODS-N   & 189.2247125   & 62.268616   & 0.850   & 0.95$\substack{+0.00 \\ -0.00}$   & 0.51$\substack{+0.00 \\ -0.01}$   & 0.84$\substack{+0.00 \\ -0.00}$   & 212.08   & 1.13   & 0.05   & 22.73 \\
115288   & GOODS-S   & 53.1309357   & $-$27.723377   & 1.025   & 0.96$\substack{+0.17 \\ -0.00}$   & 1.15$\substack{+0.00 \\ -0.02}$   & 1.15$\substack{+0.00 \\ -0.10}$   & 92.76    & 1.67   & 0.16   & 23.76 \\
42119    & GOODS-N   & 189.2095962   & 62.190913   & 0.954   & 0.93$\substack{+0.01 \\ -0.00}$   & 1.48$\substack{+0.01 \\ -0.00}$   & 0.88$\substack{+0.00 \\ -0.00}$   & 152.40   & 1.29   & 0.08   & 22.57 \\
114628   & GOODS-N   & 189.3971628   & 62.321637   & 0.836   & 0.88$\substack{+0.02 \\ -0.00}$   & 0.99$\substack{+0.01 \\ -0.00}$   & 0.88$\substack{+0.00 \\ -0.02}$   & 541.75   & 1.40   & 0.04   & 21.45 \\
86173    & GOODS-N   & 189.1532405   & 62.267988   & 0.843   & 0.88$\substack{+0.00 \\ -0.05}$   & 0.86$\substack{+0.22 \\ -0.00}$   & 0.87$\substack{+0.00 \\ -0.03}$   & 199.97   & 1.54   & 0.08   & 22.85 \\
110870   & GOODS-S   & 53.1250970   & $-$27.729791   & 0.670   & 0.73$\substack{+0.00 \\ -0.02}$   & 1.49$\substack{+0.00 \\ -0.00}$   & 0.64$\substack{+0.04 \\ -0.06}$   & 1001.01   & 1.21   & 0.04   & 20.05 \\
108795   & GOODS-S   & 53.1529810   & $-$27.735115   & 0.665   & 0.75$\substack{+0.00 \\ -0.00}$   & 1.49$\substack{+0.00 \\ -0.00}$   & 0.75$\substack{+0.00 \\ -0.00}$   & 351.36   & 1.31   & 0.05   & 21.96 \\
134044   & GOODS-S   & 53.0776149   & $-$27.685201   & 1.127   & 1.03$\substack{+0.02 \\ -0.02}$   & 1.07$\substack{+0.06 \\ -0.01}$   & 1.06$\substack{+0.01 \\ -0.00}$   & 67.63    & 1.35   & 0.21   & 24.16 \\
117138   & GOODS-S   & 53.0723515   & $-$27.718686   & 0.648   & 0.61$\substack{+0.00 \\ -0.00}$   & 0.41$\substack{+0.00 \\ -0.00}$   & 0.58$\substack{+0.00 \\ -0.00}$   & 581.46   & 1.19   & 0.04   & 21.18 \\
52097    & GOODS-N   & 189.2170311   & 62.207323   & 1.224   & 1.16$\substack{+0.02 \\ -0.00}$   & 1.13$\substack{+0.17 \\ -0.01}$   & 1.15$\substack{+0.02 \\ -0.01}$   & 71.03    & 1.62   & 0.23   & 24.30 \\
117070   & GOODS-S   & 53.0579876   & $-$27.720001   & 0.681   & 0.44$\substack{+0.02 \\ -0.01}$   & 0.69$\substack{+0.00 \\ -0.00}$   & 0.47$\substack{+0.00 \\ -0.00}$   & 89.10    & 1.25   & 0.13   & 23.42 \\
88566    & GOODS-N   & 189.1720747   & 62.271681   & 0.850   & 0.86$\substack{+0.00 \\ -0.01}$   & 0.85$\substack{+0.00 \\ -0.00}$   & 0.85$\substack{+0.00 \\ -0.00}$   & 202.17   & 1.69   & 0.09   & 23.19 \\
53362    & GOODS-N   & 189.1383792   & 62.209994   & 1.141   & 1.03$\substack{+0.02 \\ -0.02}$   & 1.21$\substack{+0.01 \\ -0.00}$   & 1.10$\substack{+0.00 \\ -0.01}$   & 150.60   & 1.25   & 0.11   & 23.34 \\
68104    & GOODS-S   & 53.1912106   & $-$27.817277   & 1.158   & 1.05$\substack{+0.04 \\ -0.02}$   & 1.07$\substack{+0.00 \\ -0.01}$   & 1.07$\substack{+0.01 \\ -0.00}$   & 84.93    & 1.18   & 0.15   & 24.05 \\
112339   & GOODS-N   & 189.2730568   & 62.314237   & 0.856   & 1.22$\substack{+0.02 \\ -0.08}$   & 1.49$\substack{+0.00 \\ -0.25}$   & 1.24$\substack{+0.01 \\ -0.06}$   & 132.44   & 1.18   & 0.10   & 23.44 \\
47115    & GOODS-N   & 189.1235786   & 62.200005   & 1.015   & 1.28$\substack{+0.02 \\ -0.01}$   & 1.11$\substack{+0.01 \\ -0.01}$   & 1.10$\substack{+0.01 \\ -0.01}$   & 163.08   & 1.48   & 0.12   & 23.68 \\
74060    & GOODS-S   & 53.1634179   & $-$27.799548   & 0.650   & 0.68$\substack{+0.00 \\ -0.00}$   & 0.66$\substack{+0.01 \\ -0.00}$   & 0.67$\substack{+0.00 \\ -0.00}$   & 921.77   & 1.72   & 0.05   & 21.05 \\
65145    & GOODS-S   & 53.1473583   & $-$27.822427   & 0.670   & 1.47$\substack{+0.02 \\ -0.01}$   & 0.33$\substack{+0.06 \\ -0.00}$   & 1.49$\substack{+0.00 \\ -0.01}$   & 155.37   & 1.11   & 0.07   & 23.15 \\
42277    & GOODS-S   & 53.1756668   & $-$27.862315   & 0.880   & 0.84$\substack{+0.01 \\ -0.01}$   & 0.89$\substack{+0.00 \\ -0.05}$   & 0.84$\substack{+0.01 \\ -0.00}$   & 108.66   & 1.50   & 0.12   & 23.71 \\
13986    & GOODS-S   & 53.1720940   & $-$27.920529   & 0.620   & 0.54$\substack{+0.01 \\ -0.02}$   & 0.62$\substack{+0.01 \\ -0.01}$   & 0.61$\substack{+0.00 \\ -0.01}$   & 128.63   & 1.53   & 0.16   & 23.52 \\
39835    & GOODS-S   & 53.1780338   & $-$27.866458   & 1.123   & 1.04$\substack{+0.01 \\ -0.02}$   & 1.10$\substack{+0.00 \\ -0.00}$   & 1.09$\substack{+0.01 \\ -0.00}$   & 148.01   & 1.39   & 0.09   & 23.33 \\
65404    & GOODS-N   & 189.1931178   & 62.234639   & 0.961   & 1.20$\substack{+0.00 \\ -0.00}$   & 1.12$\substack{+0.00 \\ -0.00}$   & 1.19$\substack{+0.01 \\ -0.00}$   & 647.93   & 1.44   & 0.04   & 21.48 \\
59482    & GOODS-S   & 53.2063116   & $-$27.832483   & 1.227   & 1.18$\substack{+0.02 \\ -0.02}$   & 1.14$\substack{+0.01 \\ -0.00}$   & 1.14$\substack{+0.01 \\ -0.00}$   & 67.99    & 1.31   & 0.21   & 24.28 \\
37429    & GOODS-S   & 53.1508874   & $-$27.868331   & 0.761   & 0.78$\substack{+0.00 \\ -0.04}$   & 0.75$\substack{+0.01 \\ -0.00}$   & 0.77$\substack{+0.01 \\ -0.00}$   & 304.78   & 1.60   & 0.07   & 21.71 \\
55935    & GOODS-N   & 189.2363417   & 62.214606   & 1.231   & 1.12$\substack{+0.01 \\ -0.01}$   & 1.18$\substack{+0.00 \\ -0.00}$   & 1.11$\substack{+0.01 \\ -0.01}$   & 80.20    & 1.48   & 0.18   & 24.19 \\
73058    & GOODS-N   & 189.1245808   & 62.244721   & 0.761   & 0.73$\substack{+0.06 \\ -0.00}$   & 0.80$\substack{+0.00 \\ -0.00}$   & 0.76$\substack{+0.00 \\ -0.03}$   & 259.31   & 1.37   & 0.06   & 22.52 \\
41388    & GOODS-N   & 189.1714112   & 62.190279   & 1.020   & 0.98$\substack{+0.03 \\ -0.00}$   & 1.05$\substack{+0.00 \\ -0.00}$   & 0.99$\substack{+0.02 \\ -0.00}$   & 147.07   & 1.77   & 0.11   & 23.32 \\
46603    & GOODS-S   & 53.1371453   & $-$27.852164   & 0.734   & 0.72$\substack{+0.02 \\ -0.02}$   & 0.75$\substack{+0.01 \\ -0.00}$   & 0.75$\substack{+0.00 \\ -0.01}$   & 152.60   & 1.62   & 0.13   & 23.17 \\
105095   & GOODS-N   & 189.2455451   & 62.302763   & 0.943   & 0.92$\substack{+0.03 \\ -0.03}$   & 0.30$\substack{+0.00 \\ -0.00}$   & 0.89$\substack{+0.00 \\ -0.00}$   & 150.85   & 1.18   & 0.07   & 23.15 \\
110487   & GOODS-S   & 53.1411224   & $-$27.732656   & 0.979   & 0.98$\substack{+0.01 \\ -0.02}$   & 0.98$\substack{+0.00 \\ -0.02}$   & 0.98$\substack{+0.00 \\ -0.00}$   & 138.30   & 1.74   & 0.11   & 23.45 \\
87259    & GOODS-S   & 53.1094858   & $-$27.775934   & 0.738   & 0.63$\substack{+0.02 \\ -0.02}$   & 0.76$\substack{+0.00 \\ -0.00}$   & 0.95$\substack{+0.00 \\ -0.00}$   & 51.22    & 1.72   & 0.19   & 22.82 \\
36121    & GOODS-S   & 53.1734378   & $-$27.865976   & 0.779   & 0.80$\substack{+0.00 \\ -0.00}$   & 0.79$\substack{+0.00 \\ -0.01}$   & 0.78$\substack{+0.00 \\ -0.00}$   & 838.35   & 1.76   & 0.06   & 20.76 \\
69419    & GOODS-S   & 53.1323758   & $-$27.814240   & 0.750   & 0.79$\substack{+0.00 \\ -0.00}$   & 0.77$\substack{+0.00 \\ -0.00}$   & 0.77$\substack{+0.00 \\ -0.00}$   & 251.62   & 1.70   & 0.09   & 23.03 \\
