# Full paper table 3. Paste part of this into tex file to create shortened table.
# ID       RA    DEC       Field      zspec    zphot    zg     zspz    NetSig    D4000   iABmag
78354     GOODS-N    189.2587331    62.254839    0.745    0.82$\substack{+0.07 \\ -0.07}$    0.49$\substack{+0.36 \\ -0.36}$    0.72$\substack{+0.10 \\ -0.10}$    120.91    1.26    23.32
105455    GOODS-N    189.2603162    62.305642    0.767    0.77$\substack{+0.03 \\ -0.03}$    0.50$\substack{+0.18 \\ -0.18}$    0.75$\substack{+0.05 \\ -0.05}$    258.67    1.36    22.58
101785    GOODS-N    189.2603805    62.297084    1.018    0.99$\substack{+0.01 \\ -0.02}$    0.99$\substack{+0.62 \\ -0.63}$    0.98$\substack{+0.03 \\ -0.03}$    275.89    1.18    22.55
48397     GOODS-N    189.2609274    62.204579    1.226    1.17$\substack{+0.03 \\ -0.03}$    1.42$\substack{+0.52 \\ -0.52}$    1.16$\substack{+0.02 \\ -0.02}$    117.41    1.49    23.49
93907     GOODS-N    189.2616602    62.282144    1.019    0.99$\substack{+0.02 \\ -0.03}$    1.48$\substack{+0.59 \\ -0.59}$    0.97$\substack{+0.05 \\ -0.06}$    297.39    1.41    23.17
92570     GOODS-N    189.2638248    62.279586    0.744    0.97$\substack{+0.01 \\ -0.01}$    0.42$\substack{+0.14 \\ -0.14}$    0.96$\substack{+0.10 \\ -0.11}$    335.65    1.15    22.42
102886    GOODS-N    189.2677677    62.300502    0.639    0.66$\substack{+0.04 \\ -0.04}$    0.74$\substack{+0.31 \\ -0.32}$    0.65$\substack{+0.10 \\ -0.10}$    125.11    1.39    23.32
89655     GOODS-N    189.2711131    62.274348    1.121    1.04$\substack{+0.04 \\ -0.04}$    1.06$\substack{+0.47 \\ -0.47}$    1.06$\substack{+0.10 \\ -0.10}$    141.73    1.11    23.36
109851    GOODS-N    189.2711498    62.312059    0.875    0.90$\substack{+0.04 \\ -0.04}$    0.33$\substack{+0.70 \\ -0.71}$    0.88$\substack{+0.10 \\ -0.10}$    141.76    1.28    23.29
112339    GOODS-N    189.2730568    62.314237    0.856    1.22$\substack{+0.02 \\ -0.02}$    1.49$\substack{+0.80 \\ -0.80}$    1.24$\substack{+0.06 \\ -0.06}$    132.44    1.19    23.44
112002    GOODS-N    189.2731624    62.313660    0.857    0.92$\substack{+0.08 \\ -0.08}$    1.03$\substack{+0.32 \\ -0.32}$    1.02$\substack{+0.09 \\ -0.09}$    166.12    1.45    23.66
106613    GOODS-N    189.2741667    62.304796    0.855    0.91$\substack{+0.06 \\ -0.06}$    0.55$\substack{+0.35 \\ -0.35}$    0.89$\substack{+0.16 \\ -0.17}$    122.25    1.14    23.52
105048    GOODS-N    189.2771661    62.305090    0.856    0.83$\substack{+0.02 \\ -0.02}$    0.85$\substack{+0.13 \\ -0.13}$    0.85$\substack{+0.04 \\ -0.04}$    235.86    1.58    22.88
99579     GOODS-N    189.2778410    62.293851    1.144    1.02$\substack{+0.02 \\ -0.02}$    0.37$\substack{+0.65 \\ -0.65}$    1.06$\substack{+0.07 \\ -0.07}$    188.40    1.16    22.75
88929     GOODS-N    189.2792124    62.274477    0.943    0.95$\substack{+0.02 \\ -0.02}$    0.93$\substack{+0.09 \\ -0.10}$    0.94$\substack{+0.04 \\ -0.04}$    197.35    1.78    22.82
86854     GOODS-N    189.2822288    62.271106    0.940    0.95$\substack{+0.01 \\ -0.01}$    1.03$\substack{+0.10 \\ -0.10}$    0.96$\substack{+0.03 \\ -0.03}$    398.34    1.50    21.85
85422     GOODS-N    189.2827329    62.268248    0.936    0.93$\substack{+0.01 \\ -0.01}$    0.99$\substack{+0.14 \\ -0.14}$    0.93$\substack{+0.02 \\ -0.02}$    437.05    1.45    21.53
91474     GOODS-N    189.2850939    62.277525    1.222    1.13$\substack{+0.05 \\ -0.05}$    1.15$\substack{+0.37 \\ -0.37}$    1.15$\substack{+0.13 \\ -0.13}$    98.78     1.32    23.59
109801    GOODS-N    189.2890067    62.309933    0.851    0.81$\substack{+0.05 \\ -0.05}$    0.30$\substack{+0.48 \\ -0.48}$    0.79$\substack{+0.08 \\ -0.08}$    170.70    1.25    23.26
109170    GOODS-N    189.2956885    62.309360    0.631    0.69$\substack{+0.02 \\ -0.02}$    0.64$\substack{+0.10 \\ -0.10}$    0.66$\substack{+0.04 \\ -0.04}$    308.04    1.80    22.79
117828    GOODS-N    189.2958433    62.324542    1.145    1.17$\substack{+0.01 \\ -0.01}$    1.22$\substack{+0.16 \\ -0.16}$    1.13$\substack{+0.02 \\ -0.02}$    371.34    1.51    22.00
94085     GOODS-N    189.2999221    62.283150    1.142    1.03$\substack{+0.01 \\ -0.01}$    1.12$\substack{+0.12 \\ -0.12}$    1.04$\substack{+0.02 \\ -0.02}$    360.69    1.33    22.77
97904     GOODS-N    189.3000232    62.290841    0.681    0.68$\substack{+0.01 \\ -0.01}$    0.36$\substack{+0.56 \\ -0.56}$    0.67$\substack{+0.04 \\ -0.04}$    488.29    1.17    21.68
82986     GOODS-N    189.3028992    62.262840    0.936    0.97$\substack{+0.03 \\ -0.03}$    0.31$\substack{+0.15 \\ -0.15}$    0.94$\substack{+0.02 \\ -0.02}$    366.57    1.22    22.11
86999     GOODS-N    189.3033036    62.271670    0.851    0.83$\substack{+0.03 \\ -0.03}$    0.89$\substack{+0.46 \\ -0.46}$    0.89$\substack{+0.04 \\ -0.04}$    363.46    1.35    22.34
105709    GOODS-N    189.3056225    62.304234    1.082    0.99$\substack{+0.03 \\ -0.03}$    1.07$\substack{+0.52 \\ -0.52}$    1.07$\substack{+0.08 \\ -0.08}$    136.82    1.27    23.31
121439    GOODS-N    189.3093396    62.332923    0.888    0.91$\substack{+0.02 \\ -0.02}$    1.27$\substack{+0.46 \\ -0.46}$    0.93$\substack{+0.07 \\ -0.07}$    974.50    1.26    22.64
116636    GOODS-N    189.3095285    62.320093    1.224    1.04$\substack{+0.04 \\ -0.04}$    1.19$\substack{+0.30 \\ -0.30}$    1.11$\substack{+0.10 \\ -0.10}$    98.01     1.47    23.84
79587     GOODS-N    189.3103218    62.258285    0.857    0.84$\substack{+0.01 \\ -0.01}$    0.87$\substack{+0.09 \\ -0.09}$    0.83$\substack{+0.02 \\ -0.02}$    275.63    1.81    22.26
90557     GOODS-N    189.3143761    62.275709    0.852    0.83$\substack{+0.05 \\ -0.05}$    0.59$\substack{+0.22 \\ -0.22}$    0.79$\substack{+0.06 \\ -0.06}$    271.02    1.17    22.61
117385    GOODS-N    189.3155191    62.321239    1.224    1.13$\substack{+0.05 \\ -0.05}$    1.14$\substack{+0.58 \\ -0.58}$    1.14$\substack{+0.09 \\ -0.09}$    120.03    1.11    23.95
114275    GOODS-N    189.3170025    62.316902    1.027    0.97$\substack{+0.03 \\ -0.03}$    0.93$\substack{+0.45 \\ -0.45}$    0.94$\substack{+0.06 \\ -0.06}$    169.77    1.12    23.48
98209     GOODS-N    189.3194843    62.292583    1.146    1.49$\substack{+-100.49 \\ -100.49}$    1.47$\substack{+1.02 \\ -1.02}$    1.49$\substack{+-100.49 \\ -100.49}$    286.62    1.22    22.64
107263    GOODS-N    189.3201245    62.306652    0.839    0.91$\substack{+0.01 \\ -0.01}$    1.33$\substack{+0.51 \\ -0.51}$    0.84$\substack{+0.08 \\ -0.08}$    264.20    1.36    22.77
103094    GOODS-N    189.3215519    62.301278    0.972    0.96$\substack{+0.03 \\ -0.03}$    0.46$\substack{+0.16 \\ -0.16}$    0.94$\substack{+0.05 \\ -0.05}$    184.73    1.34    22.61
86522     GOODS-N    189.3232826    62.268957    0.710    0.68$\substack{+0.05 \\ -0.05}$    0.50$\substack{+0.55 \\ -0.56}$    0.64$\substack{+0.09 \\ -0.09}$    269.71    1.18    22.86
84715     GOODS-N    189.3234267    62.265232    0.805    0.71$\substack{+0.12 \\ -0.12}$    1.26$\substack{+0.56 \\ -0.56}$    0.76$\substack{+0.22 \\ -0.22}$    191.27    1.19    23.91
112486    GOODS-N    189.3236425    62.314013    0.835    0.92$\substack{+0.05 \\ -0.05}$    0.49$\substack{+0.43 \\ -0.43}$    0.81$\substack{+0.11 \\ -0.11}$    123.66    1.13    23.66
119764    GOODS-N    189.3263534    62.327299    1.225    1.30$\substack{+0.17 \\ -0.17}$    1.31$\substack{+0.64 \\ -0.64}$    1.22$\substack{+0.25 \\ -0.25}$    82.39     1.56    24.20
95449     GOODS-N    189.3288829    62.287190    0.935    0.88$\substack{+0.08 \\ -0.08}$    0.36$\substack{+0.57 \\ -0.57}$    0.89$\substack{+0.16 \\ -0.17}$    105.59    1.15    23.24
98420     GOODS-N    189.3300095    62.291136    1.200    1.13$\substack{+0.07 \\ -0.07}$    1.12$\substack{+0.52 \\ -0.52}$    1.12$\substack{+0.10 \\ -0.10}$    109.52    1.25    23.85
120726    GOODS-N    189.3316295    62.330061    0.778    0.82$\substack{+0.05 \\ -0.05}$    0.35$\substack{+0.49 \\ -0.49}$    0.77$\substack{+0.10 \\ -0.10}$    169.07    1.24    23.15
81269     GOODS-N    189.3327660    62.258972    0.842    0.95$\substack{+0.15 \\ -0.15}$    1.47$\substack{+0.94 \\ -0.94}$    0.79$\substack{+0.13 \\ -0.13}$    175.66    1.12    23.35
118642    GOODS-N    189.3352811    62.325305    0.836    0.83$\substack{+0.06 \\ -0.06}$    0.37$\substack{+0.52 \\ -0.52}$    0.78$\substack{+0.10 \\ -0.10}$    212.96    1.23    22.48
89845     GOODS-N    189.3358390    62.274894    0.840    0.83$\substack{+0.02 \\ -0.02}$    0.37$\substack{+0.19 \\ -0.19}$    0.82$\substack{+0.05 \\ -0.05}$    312.40    1.28    21.76
113696    GOODS-N    189.3371364    62.317026    0.747    0.93$\substack{+0.03 \\ -0.03}$    0.33$\substack{+0.71 \\ -0.72}$    0.92$\substack{+0.09 \\ -0.10}$    117.12    1.29    23.63
121302    GOODS-N    189.3372338    62.332220    0.778    0.76$\substack{+0.05 \\ -0.05}$    0.30$\substack{+0.29 \\ -0.29}$    0.72$\substack{+0.06 \\ -0.06}$    311.43    1.25    22.16
82816     GOODS-N    189.3380698    62.262313    0.778    0.82$\substack{+0.04 \\ -0.04}$    0.70$\substack{+0.23 \\ -0.23}$    0.78$\substack{+0.07 \\ -0.07}$    154.46    1.20    22.69
80987     GOODS-N    189.3423963    62.258581    0.772    0.93$\substack{+0.12 \\ -0.13}$    0.76$\substack{+0.36 \\ -0.36}$    0.76$\substack{+0.15 \\ -0.15}$    75.99     1.28    23.71
81336     GOODS-N    189.3431863    62.262050    0.938    0.92$\substack{+0.02 \\ -0.02}$    0.94$\substack{+0.11 \\ -0.12}$    0.92$\substack{+0.03 \\ -0.03}$    199.44    1.81    22.38
93239     GOODS-N    189.3436071    62.280933    0.841    0.85$\substack{+0.02 \\ -0.02}$    0.81$\substack{+0.27 \\ -0.27}$    0.84$\substack{+0.04 \\ -0.04}$    171.31    1.35    22.75
119345    GOODS-N    189.3451894    62.326802    0.839    0.75$\substack{+0.06 \\ -0.06}$    0.79$\substack{+0.30 \\ -0.31}$    0.76$\substack{+0.07 \\ -0.07}$    229.18    1.11    22.64
119723    GOODS-N    189.3504106    62.327519    0.804    0.98$\substack{+0.15 \\ -0.15}$    0.48$\substack{+0.14 \\ -0.14}$    0.95$\substack{+0.15 \\ -0.15}$    292.28    1.16    22.82
89112     GOODS-N    189.3512440    62.275530    0.852    0.91$\substack{+0.01 \\ -0.01}$    0.31$\substack{+0.25 \\ -0.25}$    0.89$\substack{+0.04 \\ -0.04}$    296.18    1.25    22.13
111648    GOODS-N    189.3538023    62.312340    1.224    1.14$\substack{+0.03 \\ -0.03}$    1.12$\substack{+0.43 \\ -0.43}$    1.18$\substack{+0.08 \\ -0.08}$    137.36    1.13    23.61
88347     GOODS-N    189.3539121    62.273490    0.709    0.59$\substack{+0.09 \\ -0.09}$    0.45$\substack{+0.62 \\ -0.62}$    0.57$\substack{+0.18 \\ -0.18}$    127.94    1.23    23.50
109592    GOODS-N    189.3562126    62.313886    0.841    0.83$\substack{+0.01 \\ -0.01}$    0.84$\substack{+0.41 \\ -0.42}$    0.83$\substack{+0.02 \\ -0.02}$    658.94    1.34    20.98
127420    GOODS-N    189.3570418    62.349206    1.083    1.00$\substack{+0.01 \\ -0.02}$    1.02$\substack{+0.64 \\ -0.64}$    0.99$\substack{+0.03 \\ -0.04}$    328.55    1.15    22.64
96475     GOODS-N    189.3574708    62.287353    0.915    0.92$\substack{+0.01 \\ -0.01}$    0.77$\substack{+0.35 \\ -0.35}$    0.92$\substack{+0.07 \\ -0.07}$    216.75    1.27    22.66
95024     GOODS-N    189.3590094    62.285243    0.778    0.73$\substack{+0.04 \\ -0.04}$    0.74$\substack{+0.25 \\ -0.25}$    0.74$\substack{+0.06 \\ -0.06}$    193.82    1.28    22.77
92108     GOODS-N    189.3597889    62.279739    1.183    1.11$\substack{+0.04 \\ -0.04}$    1.12$\substack{+0.20 \\ -0.20}$    1.12$\substack{+0.05 \\ -0.05}$    138.73    1.21    23.72
119879    GOODS-N    189.3599907    62.329089    1.010    1.00$\substack{+0.01 \\ -0.02}$    1.00$\substack{+0.07 \\ -0.07}$    1.00$\substack{+0.03 \\ -0.03}$    284.78    1.77    22.50
119616    GOODS-N    189.3631438    62.327969    1.010    0.94$\substack{+0.07 \\ -0.07}$    0.39$\substack{+0.70 \\ -0.71}$    1.01$\substack{+0.28 \\ -0.29}$    82.46     1.32    23.94
98997     GOODS-N    189.3637473    62.293080    1.011    0.95$\substack{+0.03 \\ -0.03}$    1.01$\substack{+0.41 \\ -0.41}$    0.95$\substack{+0.07 \\ -0.07}$    143.34    1.35    23.12
96423     GOODS-N    189.3643627    62.287230    0.778    0.85$\substack{+0.03 \\ -0.03}$    0.37$\substack{+0.47 \\ -0.47}$    0.83$\substack{+0.18 \\ -0.18}$    191.74    1.21    22.69
121232    GOODS-N    189.3648261    62.332437    0.855    0.74$\substack{+0.06 \\ -0.06}$    0.77$\substack{+0.31 \\ -0.31}$    0.77$\substack{+0.11 \\ -0.11}$    122.17    1.24    23.37
125086    GOODS-N    189.3660802    62.342984    1.148    1.12$\substack{+0.01 \\ -0.01}$    1.15$\substack{+0.08 \\ -0.08}$    1.13$\substack{+0.03 \\ -0.03}$    242.15    1.70    23.00
123476    GOODS-N    189.3758964    62.342342    0.634    0.64$\substack{+0.02 \\ -0.02}$    0.47$\substack{+0.14 \\ -0.14}$    0.63$\substack{+0.04 \\ -0.04}$    611.24    1.23    21.00
117153    GOODS-N    189.3762979    62.321320    0.836    0.83$\substack{+0.07 \\ -0.07}$    0.64$\substack{+0.24 \\ -0.24}$    0.79$\substack{+0.10 \\ -0.10}$    107.77    1.23    23.05
107152    GOODS-N    189.3790634    62.305686    1.012    0.95$\substack{+0.05 \\ -0.06}$    1.47$\substack{+0.70 \\ -0.70}$    1.00$\substack{+0.10 \\ -0.10}$    252.11    1.30    23.15
108448    GOODS-N    189.3793856    62.308392    1.199    1.08$\substack{+0.06 \\ -0.06}$    1.13$\substack{+0.25 \\ -0.25}$    1.13$\substack{+0.07 \\ -0.07}$    326.05    1.36    23.32
94231     GOODS-N    189.3795897    62.287426    1.013    0.98$\substack{+0.03 \\ -0.03}$    1.09$\substack{+0.26 \\ -0.26}$    0.99$\substack{+0.04 \\ -0.05}$    358.40    1.43    21.94
122616    GOODS-N    189.3817051    62.335724    1.153    1.03$\substack{+0.04 \\ -0.04}$    1.15$\substack{+0.49 \\ -0.49}$    1.15$\substack{+0.14 \\ -0.14}$    96.93     1.28    23.30
93364     GOODS-N    189.3841570    62.282941    0.975    0.96$\substack{+0.04 \\ -0.04}$    1.10$\substack{+0.19 \\ -0.19}$    0.95$\substack{+0.02 \\ -0.02}$    761.60    1.42    21.63
125098    GOODS-N    189.3846421    62.342237    1.223    1.21$\substack{+0.00 \\ -0.00}$    1.30$\substack{+0.04 \\ -0.04}$    1.23$\substack{+0.02 \\ -0.02}$    319.61    1.99    22.96
118148    GOODS-N    189.3873210    62.323195    0.936    0.92$\substack{+0.05 \\ -0.05}$    0.36$\substack{+0.64 \\ -0.64}$    0.82$\substack{+0.15 \\ -0.15}$    150.37    1.16    23.27
124386    GOODS-N    189.3902768    62.344510    0.841    0.86$\substack{+0.03 \\ -0.03}$    0.93$\substack{+0.34 \\ -0.35}$    0.86$\substack{+0.05 \\ -0.05}$    222.50    1.49    22.80
123538    GOODS-N    189.3931748    62.341860    0.938    0.93$\substack{+0.01 \\ -0.01}$    1.05$\substack{+0.11 \\ -0.11}$    0.93$\substack{+0.03 \\ -0.03}$    385.52    1.59    21.93
96098     GOODS-N    189.3939587    62.289808    0.641    0.83$\substack{+-99.83 \\ -99.83}$    1.00$\substack{+0.49 \\ -0.49}$    0.83$\substack{+0.10 \\ -0.10}$    552.13    1.37    20.86
117825    GOODS-N    189.3957805    62.323567    0.634    0.58$\substack{+0.01 \\ -0.01}$    0.61$\substack{+0.22 \\ -0.22}$    0.61$\substack{+0.04 \\ -0.04}$    490.62    1.27    21.77
122560    GOODS-N    189.3970214    62.335577    1.083    1.07$\substack{+0.01 \\ -0.01}$    1.06$\substack{+0.57 \\ -0.57}$    1.07$\substack{+0.03 \\ -0.03}$    389.61    1.19    22.06
114628    GOODS-N    189.3971628    62.321637    0.836    0.88$\substack{+0.02 \\ -0.02}$    0.99$\substack{+0.41 \\ -0.42}$    0.88$\substack{+0.03 \\ -0.03}$    541.75    1.40    21.45
120498    GOODS-N    189.3974034    62.329535    1.147    1.14$\substack{+0.07 \\ -0.07}$    1.49$\substack{+0.59 \\ -0.59}$    1.22$\substack{+0.06 \\ -0.06}$    111.17    1.54    24.09
123290    GOODS-N    189.3980521    62.338414    1.142    1.16$\substack{+0.04 \\ -0.04}$    1.14$\substack{+0.32 \\ -0.32}$    1.16$\substack{+0.04 \\ -0.04}$    165.23    1.37    22.87
97879     GOODS-N    189.3980533    62.301465    0.840    0.85$\substack{+0.04 \\ -0.04}$    1.49$\substack{+0.59 \\ -0.59}$    0.84$\substack{+0.02 \\ -0.02}$    586.22    1.37    20.73
123811    GOODS-N    189.3980841    62.341783    0.681    0.65$\substack{+0.02 \\ -0.02}$    0.47$\substack{+0.17 \\ -0.17}$    0.64$\substack{+0.05 \\ -0.05}$    310.64    1.29    22.06
122855    GOODS-N    189.3990766    62.335984    1.082    1.04$\substack{+0.03 \\ -0.03}$    0.99$\substack{+0.53 \\ -0.54}$    1.06$\substack{+0.09 \\ -0.09}$    172.91    1.17    23.51
117715    GOODS-N    189.4000044    62.322069    1.026    0.96$\substack{+0.08 \\ -0.08}$    1.16$\substack{+0.50 \\ -0.50}$    0.98$\substack{+0.32 \\ -0.32}$    100.71    1.33    24.26
97147     GOODS-N    189.4000646    62.290546    0.709    0.71$\substack{+0.02 \\ -0.02}$    0.70$\substack{+0.13 \\ -0.13}$    0.69$\substack{+0.04 \\ -0.04}$    462.18    1.53    21.49
113700    GOODS-N    189.4055414    62.315743    1.085    1.02$\substack{+0.07 \\ -0.07}$    1.10$\substack{+0.43 \\ -0.43}$    1.07$\substack{+0.19 \\ -0.19}$    85.51     1.30    24.23
95002     GOODS-N    189.4097481    62.288231    0.880    0.90$\substack{+0.02 \\ -0.02}$    0.88$\substack{+0.10 \\ -0.10}$    0.89$\substack{+0.03 \\ -0.03}$    205.49    1.76    22.13
125963    GOODS-N    189.4135715    62.349900    0.837    1.49$\substack{+-100.49 \\ -100.49}$    0.33$\substack{+0.12 \\ -0.12}$    1.49$\substack{+0.10 \\ -0.10}$    995.43    1.11    20.50
112509    GOODS-N    189.4184551    62.314892    0.955    1.01$\substack{+0.02 \\ -0.02}$    1.46$\substack{+0.71 \\ -0.71}$    1.00$\substack{+0.04 \\ -0.05}$    141.09    1.36    23.03
122267    GOODS-N    189.4193151    62.335444    0.741    0.70$\substack{+0.03 \\ -0.03}$    0.44$\substack{+0.35 \\ -0.35}$    0.70$\substack{+0.08 \\ -0.08}$    214.75    1.18    22.77
117087    GOODS-N    189.4419188    62.321199    1.012    1.00$\substack{+0.03 \\ -0.03}$    0.84$\substack{+0.36 \\ -0.36}$    1.00$\substack{+0.10 \\ -0.11}$    50.91     1.27    23.50
126406    GOODS-S    53.0221164    -27.701411    0.861    0.90$\substack{+0.04 \\ -0.04}$    1.40$\substack{+0.50 \\ -0.50}$    0.96$\substack{+0.11 \\ -0.12}$    176.41    1.12    23.75
129355    GOODS-S    53.0307714    -27.694952    0.861    0.93$\substack{+0.04 \\ -0.04}$    1.33$\substack{+0.64 \\ -0.64}$    0.94$\substack{+0.13 \\ -0.14}$    39.82     1.17    23.49
125952    GOODS-S    53.0335122    -27.701204    1.042    1.00$\substack{+0.08 \\ -0.08}$    1.29$\substack{+0.59 \\ -0.59}$    1.01$\substack{+0.16 \\ -0.16}$    227.76    1.36    23.36
126478    GOODS-S    53.0351877    -27.696088    0.730    0.71$\substack{+0.03 \\ -0.03}$    1.07$\substack{+0.26 \\ -0.26}$    0.65$\substack{+0.05 \\ -0.05}$    656.87    1.21    21.94
122722    GOODS-S    53.0355561    -27.704930    0.730    0.71$\substack{+0.02 \\ -0.02}$    1.04$\substack{+0.15 \\ -0.15}$    0.73$\substack{+0.03 \\ -0.03}$    751.82    1.47    21.27
112617    GOODS-S    53.0393961    -27.726626    1.023    1.01$\substack{+0.02 \\ -0.02}$    0.97$\substack{+0.26 \\ -0.27}$    1.02$\substack{+0.05 \\ -0.05}$    84.58     1.50    23.37
121733    GOODS-S    53.0399146    -27.711628    0.683    0.68$\substack{+0.04 \\ -0.04}$    0.67$\substack{+0.31 \\ -0.31}$    0.67$\substack{+0.06 \\ -0.06}$    171.17    1.15    23.38
117725    GOODS-S    53.0404348    -27.713365    0.735    0.71$\substack{+0.06 \\ -0.06}$    1.02$\substack{+0.14 \\ -0.14}$    0.72$\substack{+0.04 \\ -0.04}$    701.90    1.47    20.86
113298    GOODS-S    53.0418275    -27.725868    1.010    1.00$\substack{+0.01 \\ -0.01}$    1.01$\substack{+0.03 \\ -0.03}$    1.01$\substack{+0.01 \\ -0.01}$    345.89    1.83    22.16
111030    GOODS-S    53.0425693    -27.733020    1.058    1.03$\substack{+0.11 \\ -0.11}$    0.74$\substack{+0.36 \\ -0.37}$    0.94$\substack{+0.22 \\ -0.22}$    47.18     1.23    24.66
127997    GOODS-S    53.0453324    -27.698436    1.059    0.58$\substack{+0.18 \\ -0.18}$    0.61$\substack{+0.48 \\ -0.48}$    0.62$\substack{+0.26 \\ -0.26}$    20.38     1.49    25.08
111741    GOODS-S    53.0454611    -27.728629    0.998    1.00$\substack{+0.01 \\ -0.02}$    1.10$\substack{+0.16 \\ -0.16}$    1.00$\substack{+0.02 \\ -0.03}$    330.77    1.47    21.61
114657    GOODS-S    53.0456393    -27.724930    1.215    1.22$\substack{+0.03 \\ -0.03}$    1.19$\substack{+0.26 \\ -0.26}$    1.22$\substack{+0.04 \\ -0.04}$    198.59    1.31    22.99
117632    GOODS-S    53.0471377    -27.709112    0.607    0.58$\substack{+0.02 \\ -0.02}$    0.34$\substack{+0.07 \\ -0.07}$    0.56$\substack{+0.02 \\ -0.02}$    885.11    1.21    20.68
126415    GOODS-S    53.0474116    -27.701823    0.733    0.93$\substack{+0.03 \\ -0.03}$    0.76$\substack{+0.29 \\ -0.29}$    0.81$\substack{+0.18 \\ -0.18}$    63.59     1.77    24.17
118434    GOODS-S    53.0496934    -27.718128    1.108    1.09$\substack{+0.04 \\ -0.04}$    1.11$\substack{+0.32 \\ -0.32}$    1.10$\substack{+0.08 \\ -0.08}$    59.45     1.46    24.38
123066    GOODS-S    53.0508125    -27.707512    0.735    0.85$\substack{+0.04 \\ -0.04}$    0.51$\substack{+0.26 \\ -0.26}$    0.78$\substack{+0.08 \\ -0.08}$    116.91    1.32    23.65
126094    GOODS-S    53.0533614    -27.700461    1.018    0.99$\substack{+0.02 \\ -0.03}$    0.38$\substack{+0.20 \\ -0.20}$    0.98$\substack{+0.03 \\ -0.04}$    294.31    1.31    21.90
119489    GOODS-S    53.0551239    -27.711379    0.605    0.92$\substack{+-99.92 \\ -99.92}$    0.34$\substack{+0.04 \\ -0.04}$    0.92$\substack{+0.14 \\ -0.15}$    1689.60    1.20    19.88
117070    GOODS-S    53.0579876    -27.720001    0.681    0.44$\substack{+0.03 \\ -0.03}$    0.69$\substack{+0.35 \\ -0.35}$    0.47$\substack{+0.15 \\ -0.15}$    89.10     1.25    23.42
119774    GOODS-S    53.0594358    -27.715070    0.814    0.81$\substack{+0.04 \\ -0.04}$    0.81$\substack{+0.34 \\ -0.34}$    0.80$\substack{+0.08 \\ -0.08}$    98.98     1.36    23.84
132104    GOODS-S    53.0610491    -27.688081    0.818    0.82$\substack{+0.05 \\ -0.05}$    0.59$\substack{+0.27 \\ -0.27}$    0.79$\substack{+0.09 \\ -0.09}$    188.17    1.25    22.80
113678    GOODS-S    53.0611747    -27.726963    0.910    0.97$\substack{+0.02 \\ -0.02}$    1.49$\substack{+0.99 \\ -0.99}$    0.94$\substack{+0.04 \\ -0.04}$    142.71    1.38    23.44
127226    GOODS-S    53.0617823    -27.699201    0.680    0.67$\substack{+0.02 \\ -0.02}$    0.67$\substack{+0.14 \\ -0.14}$    0.67$\substack{+0.03 \\ -0.03}$    357.05    1.66    22.35
110801    GOODS-S    53.0620302    -27.732863    1.109    1.07$\substack{+0.06 \\ -0.06}$    1.10$\substack{+0.40 \\ -0.40}$    1.04$\substack{+0.15 \\ -0.15}$    54.58     1.31    24.50
124152    GOODS-S    53.0633918    -27.706962    0.846    0.96$\substack{+0.17 \\ -0.18}$    0.78$\substack{+0.32 \\ -0.33}$    0.78$\substack{+0.10 \\ -0.10}$    120.18    1.17    23.64
131716    GOODS-S    53.0654191    -27.687848    1.044    1.24$\substack{+0.03 \\ -0.03}$    1.07$\substack{+0.40 \\ -0.40}$    1.26$\substack{+0.09 \\ -0.09}$    127.27    1.34    23.60
106861    GOODS-S    53.0665957    -27.739707    0.735    0.68$\substack{+0.02 \\ -0.02}$    0.75$\substack{+0.27 \\ -0.27}$    0.68$\substack{+0.04 \\ -0.04}$    242.81    1.41    21.77
118100    GOODS-S    53.0703038    -27.717853    0.644    0.62$\substack{+0.04 \\ -0.04}$    0.67$\substack{+0.33 \\ -0.33}$    0.67$\substack{+0.09 \\ -0.09}$    159.11    1.13    23.16
109885    GOODS-S    53.0713359    -27.735481    0.730    0.72$\substack{+0.04 \\ -0.04}$    0.72$\substack{+0.19 \\ -0.19}$    0.72$\substack{+0.06 \\ -0.06}$    165.99    1.63    23.11
122766    GOODS-S    53.0717630    -27.708439    0.605    0.50$\substack{+0.04 \\ -0.04}$    0.33$\substack{+0.66 \\ -0.66}$    0.55$\substack{+0.11 \\ -0.11}$    128.00    1.18    23.01
117138    GOODS-S    53.0723515    -27.718686    0.648    0.61$\substack{+0.02 \\ -0.02}$    0.40$\substack{+0.23 \\ -0.23}$    0.59$\substack{+0.03 \\ -0.03}$    581.46    1.19    21.18
131165    GOODS-S    53.0746292    -27.689635    1.041    1.07$\substack{+0.01 \\ -0.01}$    1.03$\substack{+0.10 \\ -0.10}$    1.04$\substack{+0.03 \\ -0.03}$    197.49    1.72    22.98
126365    GOODS-S    53.0748433    -27.701080    0.643    0.67$\substack{+0.03 \\ -0.03}$    0.73$\substack{+0.32 \\ -0.33}$    0.66$\substack{+0.07 \\ -0.07}$    125.78    1.60    23.34
126769    GOODS-S    53.0761629    -27.701149    0.847    0.95$\substack{+0.02 \\ -0.02}$    0.69$\substack{+0.26 \\ -0.26}$    0.83$\substack{+0.06 \\ -0.06}$    233.94    1.18    23.00
134044    GOODS-S    53.0776149    -27.685201    1.127    1.03$\substack{+0.07 \\ -0.07}$    1.07$\substack{+0.36 \\ -0.36}$    1.06$\substack{+0.13 \\ -0.13}$    67.63     1.35    24.16
